seed	split	intensity	pair_group_id	plan_path	plan_sha256	domain_ids	domain_split	browser_version	playwright_version	generator_git_head
seed004	train	medium	seed004_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed004_medium_workload_plan.json	55d9776d63f2083690e0fd11a6bd2e50a410b5d1821c34fb9f090c9334eb0ef7	domain0095,domain0114,domain0289,domain0233	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed004	train	heavy	seed004_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed004_heavy_workload_plan.json	99bdcb4e6a1173335cf6b435bcae9303441b6f8d25d0bdb9c8221984bf3f3353	domain0385,domain0252,domain0408,domain0154,domain0440,domain0446	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed005	train	light	seed005_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed005_light_workload_plan.json	3543a1486e91b94d19831f0a808539e9f2a0bccd63fa106ba6f5ead1a032b6f5	domain0164,domain0318	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed005	train	medium	seed005_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed005_medium_workload_plan.json	1f7c14b17c57fe7979843fd1abcbe53ceafa902995ca0d989eea68d5349574ae	domain0330,domain0063,domain0227,domain0346	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed005	train	heavy	seed005_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed005_heavy_workload_plan.json	ac5efde6a29405fd7e9f644786d206f9f700be2b940f17dd6fd5b622e41499ca	domain0351,domain0434,domain0422,domain0029,domain0228,domain0449	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed006	train	light	seed006_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed006_light_workload_plan.json	a989959589ab2da5a101880d784ae4a7c3fd45ef0edbd4a05a928b39c34dd1f1	domain0275,domain0150	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed006	train	medium	seed006_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed006_medium_workload_plan.json	4a4d8d79e90ca592b4001fe5531fa858da3a7eb5a3553079dbd1be2ce51bddf0	domain0049,domain0321,domain0114,domain0002	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed006	train	heavy	seed006_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed006_heavy_workload_plan.json	817f5f7f00c77dc9638e0a30f0217982498ff298d94ae4394cb1910d547beaad	domain0050,domain0318,domain0299,domain0021,domain0489,domain0160	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed007	train	light	seed007_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed007_light_workload_plan.json	5c593ae39dc3313eeed96b359b4fe1d5d580f55d932030d3cdf9d2652c009f9f	domain0305,domain0464	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed007	train	medium	seed007_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed007_medium_workload_plan.json	cb072ccc39d4c41d7b6ae9519d496c8c641028910c60a0cdcdf3a04dffefde0a	domain0142,domain0055,domain0339,domain0288	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed007	train	heavy	seed007_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed007_heavy_workload_plan.json	ae3cdefae6533222a3ae4e86723719c94f46fd7f8a26793c992b3c2ccae085ae	domain0179,domain0259,domain0141,domain0256,domain0435,domain0406	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed008	train	light	seed008_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed008_light_workload_plan.json	8ac8da0c135768561121ece7495285baff9ba329503d8c008ab8257093baf2f4	domain0215,domain0283	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed008	train	medium	seed008_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed008_medium_workload_plan.json	791efc26e8c63cedcd4353dcb1cb9e1c98964247cdaa3e16d9444c380839af50	domain0356,domain0483,domain0112,domain0238	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed008	train	heavy	seed008_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed008_heavy_workload_plan.json	c9c40d06d68733965e38ed3d20cdaf5d266c355559adc66b3d30f23c6feaeb41	domain0291,domain0049,domain0006,domain0496,domain0146,domain0237	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed009	train	light	seed009_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed009_light_workload_plan.json	77c582f2567f095630cdff670f97436225269955e3066cd9609c84737cabde4c	domain0134,domain0456	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed009	train	medium	seed009_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed009_medium_workload_plan.json	a6f68257aa3e1b723b7d517a48a9e153988d6d3fec1dfdb57f8064701bae7f46	domain0154,domain0217,domain0056,domain0026	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed009	train	heavy	seed009_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed009_heavy_workload_plan.json	fab4fb9bfe895ada551379bc380998ba4ae8d90a63c81fb06bb5e90376aaf97f	domain0409,domain0194,domain0292,domain0014,domain0388,domain0024	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed010	train	light	seed010_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed010_light_workload_plan.json	644701d3093d7e74c1b0fdd3b0fbd1e70d9569991879ff6cf52f1c56229d379d	domain0390,domain0166	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed010	train	medium	seed010_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed010_medium_workload_plan.json	1e5527aff813583b03f67e18c7e9a9f6309695f99a746ef01bd7b6fe5f836628	domain0178,domain0218,domain0427,domain0330	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed010	train	heavy	seed010_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed010_heavy_workload_plan.json	a587f16fd9765a9fe78ce5f7b01100a73c76b5fc23265a0913d0eb237024f33a	domain0421,domain0334,domain0035,domain0107,domain0063,domain0183	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed011	train	light	seed011_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed011_light_workload_plan.json	0806e6d8810eb392f55760fbc1779c6146166d6bf3b5f0d25c94684d7dae460e	domain0345,domain0274	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed011	train	medium	seed011_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed011_medium_workload_plan.json	4444f4a51d1b2d9a5dd2a3d8d87e5ff4b82ba0f751a718ef73763cd8ae6e6d35	domain0480,domain0442,domain0297,domain0136	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed011	train	heavy	seed011_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed011_heavy_workload_plan.json	1b7aab569bb29e77a25e6fc229b43233418da5a7f4e5d68ff177c4bb0894390c	domain0331,domain0046,domain0417,domain0021,domain0279,domain0254	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed012	train	light	seed012_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed012_light_workload_plan.json	8257aa049ab24901188984af5f2ff9ecaeb60c5fdad92cc6fb954583510e70fa	domain0002,domain0453	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed012	train	medium	seed012_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed012_medium_workload_plan.json	fa599b53c7f8ea1b9a86b1e753def8093b7cf7598054e9308407499411c7a534	domain0324,domain0142,domain0277,domain0405	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed012	train	heavy	seed012_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed012_heavy_workload_plan.json	9d2e502c471394d6813b6b6db75bb10d091722a223d87d12cd848cbdcebbaa73	domain0455,domain0430,domain0369,domain0460,domain0130,domain0063	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed013	train	light	seed013_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed013_light_workload_plan.json	e4a6724b08252b9e00a7f4d1d61895c654891db3feaa7718ce9d970d24b063a7	domain0305,domain0434	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed013	train	medium	seed013_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed013_medium_workload_plan.json	37f2a8eafa9165830096bc94009b26212f36f35c5e9e7629b4983dc7ef91f62c	domain0470,domain0302,domain0256,domain0278	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed013	train	heavy	seed013_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed013_heavy_workload_plan.json	ca765cbcd60932f9b1dc4d10def846f4b43a7077f036677946fc6795e6bd7773	domain0374,domain0271,domain0114,domain0279,domain0392,domain0049	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed014	train	light	seed014_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed014_light_workload_plan.json	662d9de37cf60f885468e2109ef94bf871c6198bc8879d9af27ef05a461b2965	domain0474,domain0371	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed014	train	medium	seed014_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed014_medium_workload_plan.json	bb35db24bd0342e6d52d7d201b53989ce6d1573bd7c4f7c9de8fe2358e423fee	domain0324,domain0040,domain0409,domain0046	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed014	train	heavy	seed014_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed014_heavy_workload_plan.json	0aa6fe37bc140f01e5de1fbc0ae7052bfd37c38528a9b5ee17dcf45275fa3c82	domain0164,domain0029,domain0410,domain0171,domain0273,domain0474	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed015	train	light	seed015_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed015_light_workload_plan.json	2afdb056f890fab4820a712bcc29d18116cdc0b8a9074a9b7b2d710754b4a6d2	domain0222,domain0149	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed015	train	medium	seed015_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed015_medium_workload_plan.json	61a520bcbb34dc5347161107e6849ad7f9cc0ca64d174482fafe4f22766bf33f	domain0477,domain0206,domain0391,domain0128	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed015	train	heavy	seed015_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed015_heavy_workload_plan.json	003e5e96b16b9abca2a7bf2163b5d4e563eddd850901fe3c9e0fea8267741c96	domain0355,domain0254,domain0223,domain0095,domain0406,domain0364	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed016	train	light	seed016_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed016_light_workload_plan.json	a489707f0ad4d86d7d050b748606dcab0fdd77dd3d6a4361941f0035454801e6	domain0166,domain0288	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed016	train	medium	seed016_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed016_medium_workload_plan.json	2147cef8fddbcf0218e50cf54ac99ecad31ec343d41a6ff0d3de0d618ded4952	domain0245,domain0398,domain0482,domain0114	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed016	train	heavy	seed016_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed016_heavy_workload_plan.json	ee0a03dadd03aca39e46e2b902810972eb5fe59f572414d9bd077c4710be5ee5	domain0373,domain0291,domain0394,domain0260,domain0112,domain0369	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed017	train	light	seed017_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed017_light_workload_plan.json	a6d3160e88e2c22c4d4e116e128f634c53ea8d01307c1fc15f06ca225a097352	domain0006,domain0455	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed017	train	medium	seed017_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed017_medium_workload_plan.json	c0909d20fb4c4f53d03ad95a97cff06b97f77f7ab976269f669e45dfaa274579	domain0216,domain0202,domain0319,domain0460	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed017	train	heavy	seed017_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed017_heavy_workload_plan.json	ffda9783de5c3d0774586a885c942fcf309b445a00e89e77532548e142353d5f	domain0383,domain0325,domain0049,domain0299,domain0443,domain0483	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed018	train	light	seed018_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed018_light_workload_plan.json	8f27f54d95a5ce26d8f761f7aa466efbb8e7ffbcef3429f2d43ede13248ff57c	domain0320,domain0011	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed018	train	medium	seed018_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed018_medium_workload_plan.json	5de21d792efb9a97d28be06fdc0966f624129f99e723150fba863f1a6de91ea4	domain0025,domain0210,domain0286,domain0256	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed018	train	heavy	seed018_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed018_heavy_workload_plan.json	ed4ed81529246b2d6c9df6895e604cfd1e44b5e2fe8ce74f84046baccc092cc7	domain0442,domain0134,domain0432,domain0412,domain0217,domain0281	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed019	train	light	seed019_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed019_light_workload_plan.json	3b775ce21c382461cadbf8561d97f9e636dc99679f89653076f1fb12ba31f786	domain0113,domain0096	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed019	train	medium	seed019_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed019_medium_workload_plan.json	963f1305190a491fa987687806796cbf241ac3442772ae16c4830f05ded9bff9	domain0399,domain0420,domain0038,domain0006	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed019	train	heavy	seed019_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed019_heavy_workload_plan.json	ec398d13fcb07a5fa908b9ac3ec04dd0b2c392710e6147d05b3b8afb12dc4fee	domain0081,domain0228,domain0090,domain0091,domain0442,domain0061	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed020	train	light	seed020_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed020_light_workload_plan.json	34e9956db5587c238cc6e98fcce37ce134e3df2d336fbfd3a051e39919f4d3a8	domain0011,domain0449	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed020	train	medium	seed020_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed020_medium_workload_plan.json	b99372c9b865cca3fcf7733c3978b4db45748c87852b220814a51a9d5690ecf1	domain0423,domain0439,domain0139,domain0305	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed020	train	heavy	seed020_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed020_heavy_workload_plan.json	ba6806587ea762b8aa784ed08ceed0a68c6336e5ad5f2a853ce28afc20bac876	domain0137,domain0299,domain0261,domain0431,domain0374,domain0338	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed021	train	light	seed021_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed021_light_workload_plan.json	a22f150150afcea3da37a1514c3aea52ce0e20baa6bf00c7c6b381f2b5fcbe3c	domain0325,domain0416	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed021	train	medium	seed021_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed021_medium_workload_plan.json	5c7f3817a56816b9ed3eac8b10c5316d17b52d365adf6ad3d01df4f21e2d390b	domain0450,domain0302,domain0191,domain0353	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed021	train	heavy	seed021_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed021_heavy_workload_plan.json	ad4b85436732bb8c4baf955d407467cb8f4df1e411dbcaedd6a48eb8d3a11194	domain0325,domain0049,domain0033,domain0245,domain0317,domain0377	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed022	train	light	seed022_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed022_light_workload_plan.json	62e3b704552873605d93c3c94850ce55b0382e25fa57f23b5c856453b0e5ff1c	domain0079,domain0058	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed022	train	medium	seed022_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed022_medium_workload_plan.json	9dd92bc9479f0ceaecbe686b00cc98fa11a86f345faa948fcae1190b2c50b622	domain0181,domain0174,domain0299,domain0024	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed022	train	heavy	seed022_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed022_heavy_workload_plan.json	6c4a065a51bcb767ce2a494d78831702731837c5a9e039deb0849199ae98c48b	domain0186,domain0481,domain0293,domain0129,domain0035,domain0160	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed023	train	light	seed023_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed023_light_workload_plan.json	521f3e0f5c30ca9a03f7b73e84d02e3b7b0cc63ee6ffc0343cd03037c4c8334d	domain0072,domain0318	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed023	train	medium	seed023_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed023_medium_workload_plan.json	f6b205a6d863321c7ffb4b60b020caa930f85dafdfc689958d18b0685ecf6648	domain0450,domain0197,domain0467,domain0274	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed023	train	heavy	seed023_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed023_heavy_workload_plan.json	113a361332cb410d7401cfe38ab9a8de784828663c547987004aaacb96ec9562	domain0474,domain0303,domain0482,domain0164,domain0245,domain0408	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed024	train	light	seed024_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed024_light_workload_plan.json	9d65535676e869f83ac91e04013abeb6b3ad19e08a19a0e570c106c8c4c8228a	domain0468,domain0127	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed024	train	medium	seed024_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed024_medium_workload_plan.json	7931d5cc950cc6eb3750db6c8ba68e0771107f74b14047e45fcf7a3f9d22e69f	domain0146,domain0274,domain0179,domain0384	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed024	train	heavy	seed024_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed024_heavy_workload_plan.json	aa4df10b548511da4e2049709905093a1b39d4991c07a34fdbb4e4a3204ca8fb	domain0137,domain0182,domain0324,domain0093,domain0055,domain0334	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed025	train	light	seed025_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed025_light_workload_plan.json	d6756166a4e726be2c8b4dfe83624f9220e2d0394c76a096f39073a0cc6848b7	domain0414,domain0320	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed025	train	medium	seed025_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed025_medium_workload_plan.json	78d08cbc6abea4235e610b368fba614e4a752e6802c6f378e028a233b267270f	domain0464,domain0481,domain0006,domain0302	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed025	train	heavy	seed025_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed025_heavy_workload_plan.json	0ec83ce81b003ab03cd2a9846c9fde0aa10f90a8dfc34364380e57d3892bb15e	domain0096,domain0228,domain0180,domain0256,domain0355,domain0440	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed026	train	light	seed026_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed026_light_workload_plan.json	548d56d39223068a63b7cd9daf66a4bca6c55719a7e51c93efe940226bd2aae5	domain0455,domain0010	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed026	train	medium	seed026_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed026_medium_workload_plan.json	d33b4fbf820b4dc714b59d43a8f8ba12aad609dae4ae8343fed930a06e230011	domain0034,domain0006,domain0346,domain0222	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed026	train	heavy	seed026_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed026_heavy_workload_plan.json	1d6a101893bb0a06fcd525099bb97c6ee7eaa545507c2fd6d2d54f6f00b87c73	domain0197,domain0207,domain0216,domain0387,domain0039,domain0451	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed027	train	light	seed027_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed027_light_workload_plan.json	10a60dadef9241a587b630539c0c4866da4e93940e482853d0aa9aed969ed37c	domain0324,domain0194	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed027	train	medium	seed027_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed027_medium_workload_plan.json	90484062e5f1595a38788700a8d9c6db4a29b9e280deab26a107fab5897fcf67	domain0417,domain0237,domain0459,domain0324	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed027	train	heavy	seed027_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed027_heavy_workload_plan.json	1887c6569d67ce18ec9439f6305a1576aec69c03774fd71d7404500a5a94755e	domain0059,domain0197,domain0123,domain0320,domain0041,domain0292	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed028	train	light	seed028_light	/home/etip/datasets/plans/realistic_v1/t0_v2/seed028_light_workload_plan.json	bd130dc46e9bb90f9a0fd58326398780e30b6d4be28639939db8a129cd930457	domain0223,domain0136	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed028	train	medium	seed028_medium	/home/etip/datasets/plans/realistic_v1/t0_v2/seed028_medium_workload_plan.json	cce31fd14d75e79f49d3ffa38234292f1b96bf204257bb05bbaed310b9dc459e	domain0488,domain0111,domain0470,domain0273	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
seed028	train	heavy	seed028_heavy	/home/etip/datasets/plans/realistic_v1/t0_v2/seed028_heavy_workload_plan.json	87b75fc7715e4a5e22b84545b9d916dcf02aae73390b1cbf93149def2346ab23	domain0477,domain0216,domain0424,domain0006,domain0096,domain0495	train	151.0.7922.34	1.62.0	57f71d9fe8a267505d038dd1cb6bc3081bee010f
