domain_id	rank	domain	https_url	rank_bucket	split	split_key_sha256	split_seed
domain0374	1067	netgear.com	https://netgear.com/	rank_1001_100000	train	0c57ac56dd97709be91c8a48fb6fd1dee1b1ee65b1e98de2534e29a92cc030bf	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0424	1174	cam.ac.uk	https://cam.ac.uk/	rank_1001_100000	train	0cbd717cbd4b47dc6e20b6c892090baf020ce13d6c858a11d060c7fc24e5b4e8	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0186	541	capcut.com	https://capcut.com/	top_1_1000	train	0d205bf7976940a499cbd380a0eca1112f6fe59b8050b6d4cfd0cab0cd45ddfd	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0440	1211	dcinside.com	https://dcinside.com/	rank_1001_100000	train	0d87504bf10e8b9f6c13878adeb4a6195c416e0236c24bec17c49b44726d7d81	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0345	939	yieldmo.com	https://yieldmo.com/	top_1_1000	train	0d92a56e0b35f85e35c15f3903114b0da1b76078eaeb296a4c70f80cb82044ef	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0001	2	cloudflare.com	https://cloudflare.com/	top_1_1000	train	0da65e0fb93150afaf8ce49d53674894aedcbd995ca8ceed7aca49b7f4e6af6a	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0439	1210	biomedcentral.com	https://biomedcentral.com/	rank_1001_100000	train	0dbe19723cb5c23127aa4ad0deba59ef67562b4bbd785a053b96e38f12886858	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0369	1047	verify.hn	https://verify.hn/	rank_1001_100000	train	0eed9d468fa530b63465e6814b68ad520a0b1c7dde6f32bc1511063f895a8445	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0242	664	intercom.io	https://intercom.io/	top_1_1000	train	0f4799ea3c4e0b492ecce6c08aa9f518347ca9ceca862f668030fafab2b91a35	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0055	178	adobe.io	https://adobe.io/	top_1_1000	train	0f6e40690c6d2fa69fa31fa76d473b3b134973b717e8dfb854bb4a47fb8d480c	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0206	589	ca.gov	https://ca.gov/	top_1_1000	train	0fe30aef2f11f807208425569cbbbe1b4fbe56e76e9cba4ad2eed4dd45049e23	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0450	1232	savefrom.net	https://savefrom.net/	rank_1001_100000	train	10001c940dad5f8c7bdeb4ada77c145b597202470c0214c307130c0812be8113	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0434	1195	ad.nl	https://ad.nl/	rank_1001_100000	train	104d3244942b24fae297e66775d3fa263327540a6c3dba43c61b3454df2192e4	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0496	100098	wradio.com.co	https://wradio.com.co/	rank_100001_1000000	train	106d83e2d4c9d4aa8683542e21667b66c311ad1e5f65c80b04c2ae843566e20c	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0057	186	w3.org	https://w3.org/	top_1_1000	train	115e1f9271923fbbdc257c5ae5bd7896dcb6029ef0b129090aae0da2adea259f	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0297	802	prnewswire.com	https://prnewswire.com/	top_1_1000	train	1175ea914eece829739c319810dbe9c4c40e2d92b1a4d30e5d6f451cbaf381bb	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0005	13	mail.ru	https://mail.ru/	top_1_1000	train	11b1194a0b8922433f609f9de1b0571c9b1e406eb018873d0a96322bc6829904	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0007	18	linkedin.com	https://linkedin.com/	top_1_1000	train	1214622c9c945f358f699f50f4f7838d463192fd2ac27fa4153733668e1fe9e0	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0093	286	mozilla.com	https://mozilla.com/	top_1_1000	train	12dc8ecb805780623fb9a1e11ce9137f6fa8e40f01f8d68bb3496fb1dc73c48c	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0260	704	consultant.ru	https://consultant.ru/	top_1_1000	train	12e30406218ba1e8790a16ad5c3d80110dbeb02d77a110f2beb5742a1a481f15	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0268	726	amazon.es	https://amazon.es/	top_1_1000	train	1339de18ad247b5cf57bd1409cdf386f96a9d9c66354e6c9d37dd1b894bb93d7	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0134	384	ezvizlife.com	https://ezvizlife.com/	top_1_1000	train	133e78c07af11887b7e5420e9967bd40eaef01265343715f0fc88369344cb68e	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0395	1107	typeform.com	https://typeform.com/	rank_1001_100000	train	136fff180aa41d9c4a6fc6adf271bf7dfba00e544bc0da033d6bdd0cb8d52436	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0037	112	bit.ly	https://bit.ly/	top_1_1000	train	13f273122265dff04aaf3b95e26053c925a3e29b9a90d06d16a57aacf0900c88	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0259	703	fifa.com	https://fifa.com/	top_1_1000	train	13faf671fe8509c82edfa396fbb0744437cf4fd1cc26ded820bd5446338da484	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0379	1076	flashscore.com	https://flashscore.com/	rank_1001_100000	train	14b245d1604af5dcf2cdaef93c587aa3dc7fe5d9e7f0eb45b1ae477be963cc40	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0146	418	huawei.com	https://huawei.com/	top_1_1000	train	15019ca54e7aefaacef9ee9904b8b98edc6cc1542397bb7a390c235bc0dac70c	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0363	1028	wise.com	https://wise.com/	rank_1001_100000	train	154cc8cd05cbb51f243c7b1e0f748c7a83b2f37943cefb369720b401c7dd83cc	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0455	100009	androidinsider.ru	https://androidinsider.ru/	rank_100001_1000000	train	1599104aa9f5c7ca18f781bc744f96faf479ea0d26973687c0d69720637940c1	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0051	167	applovin.com	https://applovin.com/	top_1_1000	train	15b76de0a692aafacb5d0befb8cc4a8f41f9951f833947027fbc7590b5abf55d	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0322	875	lg.com	https://lg.com/	top_1_1000	train	15fa80245f3f081bfd658cf4380ab3caca73915140b54faae22c40d44160d0a2	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0275	743	python.org	https://python.org/	top_1_1000	train	1667c26b16541bc1be9b395c2c538e5a5713d2f84b2c68595f4cdc0aa31ca23a	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0160	453	cloudns.net	https://cloudns.net/	top_1_1000	train	17ea86fd0b2f8a417eaca459407161a5d057b4f38477557241f750eae808847c	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0148	424	brave.com	https://brave.com/	top_1_1000	train	1ad73780770543dfa19aa27dc3f347ff213022968de6300fc87cccdba9e79460	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0035	110	b-cdn.net	https://b-cdn.net/	top_1_1000	train	1c755a1a641057159a90502bb4646aeb58bd92cc4e733d955b6c69643d6968fe	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0090	280	nature.com	https://nature.com/	top_1_1000	train	1d171305e4e1b1ef6c361c83c8f89c73613e7cab29b09bd05300494ff4f15f89	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0271	737	ring.com	https://ring.com/	top_1_1000	train	1d4b0749aa9ef79d6409ff5786f855ff97566c2c46bd93cff885e49d8c404085	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0257	701	globalsign.com	https://globalsign.com/	top_1_1000	train	1dd7f245eb8c142fe60a5aa75805757f0354b711dbd1c7f0dfee2b80b2912890	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0482	100071	clip.mx	https://clip.mx/	rank_100001_1000000	train	1e8e542dc7b200519b0fd98f7436e0e1bcf5fd570e2b4f2b14376f635ee2532e	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0125	367	calendly.com	https://calendly.com/	top_1_1000	train	1f572a808623c69b4ac2f8541ddcaffa5f37b560684ac5eb2ba87c5afd308809	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0130	377	plesk.com	https://plesk.com/	top_1_1000	train	1f833b36b0a127e60136345e818d3ff952cf197b8286abcbf9fe8015938015f1	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0232	632	techcrunch.com	https://techcrunch.com/	top_1_1000	train	200d216686571b75b775ed93d1374a0e4f33dd9ee49acaa5a8d00b16d94a7f28	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0149	425	temu.com	https://temu.com/	top_1_1000	train	209bbdc14b8e188dfc76b3d7295402aa779e6bc6fc39a5083ea6ba96a693c499	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0099	300	weather.com	https://weather.com/	top_1_1000	train	20be2fbd5a210b49c9f9f3fdb6876a5cbb888fb1d21f69da7a0f8f01f36230f4	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0031	102	nic.ru	https://nic.ru/	top_1_1000	train	20d068ac2106710026d1aa4022474e44435a36e404b504af104356e660ea929b	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0016	47	wordpress.org	https://wordpress.org/	top_1_1000	train	2171d759c81d4fcc3b0570b1af6c64a4feae55eb744319e16c94e72c872482e8	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0122	363	stanford.edu	https://stanford.edu/	top_1_1000	train	21952b68e827956bb45666bb1abab39c17cfcda4258e0755a5ef81ff4f970e20	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0461	100026	snack-media.com	https://snack-media.com/	rank_100001_1000000	train	21bc23af00853759cda4169ed3c94d04f746533498b441a4d6c4244c508d0261	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0234	638	amazon.ca	https://amazon.ca/	top_1_1000	train	21d57bfb510228a88c2b4b0f893daaa7620213998fd04b525fe5b938a4c9b7b5	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0127	369	quickconnect.to	https://quickconnect.to/	top_1_1000	train	221e7bb10c812bc9488f5a0cfb1394afa1071a86f23de9b79d6b6513be25d73e	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0285	769	appcenter.ms	https://appcenter.ms/	top_1_1000	train	222f4913ade61703fd6c851581fee176700d3dc38f42c54b94744739baebc619	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0353	1009	flipkart.com	https://flipkart.com/	rank_1001_100000	train	22c98f3ee15595c78e1b1246e9c2085113cd97f0ee55f212aa7eb8ea0c20a4d0	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0194	561	cornell.edu	https://cornell.edu/	top_1_1000	train	232e552fb44b881a150d0545934ac75c59035217f05e59fb1cd150596e414eb8	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0409	1142	vivo.com	https://vivo.com/	rank_1001_100000	train	236e6529c8d91c01e70ea9759c50cd2d0599e3c9075a7c9a4305419f3f147d42	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0081	260	launchpad.net	https://launchpad.net/	top_1_1000	train	23d875f83c6dfedb827d2732f06973ad15a13c2c4986028bb8aaf8e96462a8f4	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0488	100083	okprint.kz	https://okprint.kz/	rank_100001_1000000	train	23ded799a66cc81067328a1d80f69d4de08610099128f34f046d33f3bb663bc3	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0334	908	youku.com	https://youku.com/	top_1_1000	train	241cbb6a9283ce43c2416ea3d3280db8f06a8f19f1386482f8797899ccb1410b	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0227	625	free.fr	https://free.fr/	top_1_1000	train	24ab7881cb56f270fe22bac81df58678f80726778b7bd8c847daf63312e11d42	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0288	779	adjust.com	https://adjust.com/	top_1_1000	train	24bd5718aceb98a84241637c4c59fcc654627680ea9645884bb1f2400b1c2b37	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0460	100020	bolt.host	https://bolt.host/	rank_100001_1000000	train	24d35e4e0e12c4be49e43a00561962b5364f810dfbb920fec42eb56b765b1214	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0373	1066	goal.com	https://goal.com/	rank_1001_100000	train	251f415ca035f05060809ac807cfa214b611dfb120bd1440f6d867c8d68eb544	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0063	206	doi.org	https://doi.org/	top_1_1000	train	26a27493879f6e0127de2d168d2035fe1efd4ee89d74f6069bdff511b11ab1c8	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0175	506	amzn.to	https://amzn.to/	top_1_1000	train	2736395f0782382c6ede1ea08a3654b2aa0295e3e280ade238d0e3847e5d64be	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0338	919	seedtag.com	https://seedtag.com/	top_1_1000	train	278d22350d30760debc645ab643825a983ce9d75b4b418e4fdcb3ce6d636bb36	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0311	834	no-ip.com	https://no-ip.com/	top_1_1000	train	281ca1153a8ea36e514b2f6f991a71d532398e068d61f150c176425ed71cfa82	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0385	1090	azure.net	https://azure.net/	rank_1001_100000	train	28343d400013ca5748e56b4b3d6b72582ba3129be695ee33166ee14a92d31380	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0223	619	uk.com	https://uk.com/	top_1_1000	train	2856d63b8c6cac19333c75d25d2f6d9bc4a1e3efdba73022b951a66172c50312	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0046	127	apache.org	https://apache.org/	top_1_1000	train	28aa1b591dcac36324572a5ccad9f8b3d2cc714eb6cad01be8b96006908a2a02	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0174	498	aol.com	https://aol.com/	top_1_1000	train	29bfe10d0b8a9d1abcee1eb648aab2d94d99bcf25021bb2d783b094827fba2e8	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0305	815	moloco.com	https://moloco.com/	top_1_1000	train	2a1c40a3931c9bc704d5268e806b8ffcfd3b347f369c5188b02503911cbc3f0a	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0422	1170	upenn.edu	https://upenn.edu/	rank_1001_100000	train	2a7b16d3ac1d28d014cf6abb5105c4744c5c336fa904f1c036018c2c7c91887d	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0011	28	azure.com	https://azure.com/	top_1_1000	train	2a89bc49ae29af763427a39f4806b7b8cae3e2eda9e26ee58d639989656c3a0e	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0061	198	lencr.org	https://lencr.org/	top_1_1000	train	2b497d59de067872cf6854457ad82d428db7c828095ea6070cd86aa9f54bd96c	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0237	648	redhat.com	https://redhat.com/	top_1_1000	train	2c2e150b7bcbfe20ec6409d30cc9e0a5b08232bd3969dde314f7f2374eff7c1b	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0317	854	agoda.com	https://agoda.com/	top_1_1000	train	2c44e10565fca70662dfaa4415b22b89bf9236db9a585b4598aed955a4e99e9e	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0183	536	amazon.co.za	https://amazon.co.za/	top_1_1000	train	2d3d4d2011bb894ef3437a68967346d7a6fdaf04c60f0f4233996faf4506a8e8	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0132	382	selectel.ru	https://selectel.ru/	top_1_1000	train	3026435a5278e0e979bcb276781e36027c20418baca3b3df38d2333262a8c984	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0286	772	bugsnag.com	https://bugsnag.com/	top_1_1000	train	30385f8fc821c0c94e3667e031f3ed4b10c3a12b1fccb3887ed932cbedb4242e	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0351	1002	onesignal.com	https://onesignal.com/	rank_1001_100000	train	30b888a54769517b9c578a6d0cea8fea5414da248ea75ad67e81319f07332b53	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0279	747	mlb.com	https://mlb.com/	top_1_1000	train	30f79d0b4e3b2b0d9e175365b633695cc0359682a5cced21b941c72a39116bcf	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0144	407	netangels.ru	https://netangels.ru/	top_1_1000	train	312377dda9113efb585dbd4082f84b5c3dc6c11a0e83feec61afd1ea785f0297	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0221	617	nintendo.com	https://nintendo.com/	top_1_1000	train	313173d8b91afcf54e4c7815ff1b71c55d0e502ac50c76bacf3b4d04f7c5ad57	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0129	373	zendesk.com	https://zendesk.com/	top_1_1000	train	32232ac10e32fde1d0553ec44f8f036749757aa8405f9408b62593ac0bb4e7d4	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0245	669	fontawesome.com	https://fontawesome.com/	top_1_1000	train	328dc06c1e193f3e362d0b477c985f79f827228955ce493c1e4bea05f5bf5eaa	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0414	1158	xhname.com	https://xhname.com/	rank_1001_100000	train	33f9200e5ef296c84a9a83435ee5e95ce0925e2dc981b4b1b4ecc8a3b8e8b86f	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0207	590	ieee.org	https://ieee.org/	top_1_1000	train	3566d731df64932bf44290e0cd91e5db84633ac65e9120228e803631fe7002b6	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0398	1116	skysports.com	https://skysports.com/	rank_1001_100000	train	359ae7698335753826337f91b72f732e68bd5c891192029a6fb72943faec9aec	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0106	312	appsflyer.com	https://appsflyer.com/	top_1_1000	train	35af75c74b2ea18ae6d04c25f8308c531982579b86101b5e65e17321c2d110ba	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0349	945	ubnt.com	https://ubnt.com/	top_1_1000	train	35e193a27c3d7a358599448cc303ce538d9774eff62b5a5769078c296dc77394	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0281	760	wp.pl	https://wp.pl/	top_1_1000	train	36df08a6505c278323fccd14056eb16ef2b2881b1786156c45593f146d005b95	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0017	48	skype.com	https://skype.com/	top_1_1000	train	391ef2f2f9cee720a14fce52d234feec3ba366012d58098fe1b20bf3e5264f1b	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0199	575	uol.com.br	https://uol.com.br/	top_1_1000	train	39bb8332596c21ae37fb1cf1bba703d7a016bcbeec557975baaf07a79d99f212	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0113	333	smartadserver.com	https://smartadserver.com/	top_1_1000	train	3a52e04f5b9be73df08e47a3b73f4f93b311f7fcc8437fd1c9543db466e6a2fd	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0412	1153	nsone.net	https://nsone.net/	rank_1001_100000	train	3a916d897420fa56611ed615fc812e103613343a3db7da9e08013f4e3480565c	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0384	1089	crazygames.com	https://crazygames.com/	rank_1001_100000	train	3b3edbe4287d481c2261392739a0e23051e0f4a6d46ba3262bfeb9a8209be36e	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0164	461	skyhigh.cloud	https://skyhigh.cloud/	top_1_1000	train	3b610a103cbedbcb5fdc269380e09742789905f14e5024aab9344d8a1faa7294	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0123	365	onelink.me	https://onelink.me/	top_1_1000	train	3c14837df3f46ce1503904f1dd7bf3a92e5d67b0ffce6cb5d91df2d8dd60684a	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0294	792	verisign.com	https://verisign.com/	top_1_1000	train	3c8fb44adcf8419045800905fe627187b4de8b52e5c1f3f72cd3335324c84a2a	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0443	1214	xhopen.com	https://xhopen.com/	rank_1001_100000	train	3c939961567c8718e3bfefa1b1d26edc0e296bb7194bc115c81400ac65d2b5ea	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0089	279	amplitude.com	https://amplitude.com/	top_1_1000	train	3d224e1d8fe6cb115733792c4dba2c8fe99ffc836071310888806ec7589ebed9	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0092	283	weibo.com	https://weibo.com/	top_1_1000	train	3d857dce2021ce7bb2d6aa276c5a89465436cc26fa450709fbf2b313c12d9354	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0293	791	apnews.com	https://apnews.com/	top_1_1000	train	3e10a9a2bd86a2dd976c6450bfbb4eb4831a00b1615b1cb87716af78e4b53202	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0056	183	example.com	https://example.com/	top_1_1000	train	3e898137d05f0c08fcd6b9adf53477af9bc39f245f74ee07cc64e0cb2660e8f9	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0492	100092	mofo.com	https://mofo.com/	rank_100001_1000000	train	3ee6a853b4291784f7600d358df2b9d77975113cc4fa8f425e1f397e85e52ca3	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0155	444	ipinfo.io	https://ipinfo.io/	top_1_1000	train	3f5d1ab8cbd5fa6243aff882fe89e0ac8e3007c283baffa76ad0ae17845455f0	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0307	819	zoho.com	https://zoho.com/	top_1_1000	train	3f632de7f1715b5a473441c70d2b406fdcf81ddceb74875a2aae0578ac6e29a4	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0280	759	box.com	https://box.com/	top_1_1000	train	3ffc1640fc5341233e99a50fe91385a28c9bd87afaf182ee725e3dd0bef3f39c	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0430	1188	dmm.co.jp	https://dmm.co.jp/	rank_1001_100000	train	407f501f6eca2680c1251dc571018dcdd0449b09effc539921210fc98ab7a541	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0390	1099	aparat.com	https://aparat.com/	rank_1001_100000	train	410872080feb69a813befbcc00375bdb511e94e0595899f37de4c53b379a869d	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0356	1012	xerox.com	https://xerox.com/	rank_1001_100000	train	41d0e43636f089af3e4037e99ec7de16a4f6544794ec9f405cb0cc8a6409330a	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0483	100075	bad.org.uk	https://bad.org.uk/	rank_100001_1000000	train	42433236097b0e674510fb5dfc2e2b5a90f0c4b1c6f93c75abbce7bde1e84575	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0256	698	mailchimp.com	https://mailchimp.com/	top_1_1000	train	433dbc06be3ca8c094d5d882264714ea42bac8e5471055de7d01b2ed1172bb66	proxytraffic-realistic-v1-formal-t0-domain-split-v2
domain0303	811	mixpanel.com	https://mixpanel.com/	top_1_1000	train	445fadb94cf365dc618401be22bdd980acad54d628a6bcb3932fd8c3c9cf882c	proxytraffic-realistic-v1-formal-t0-domain-split-v2
