sequence_id	quartet_index	mode_position	seed	split	intensity	pair_group_id	mode_order	plan_sha256
29	7	1	seed003	train	medium	seed003_medium	trojan	93f4cf109d8196e5d2830ba3a02b6557e838c698dc5a78ee43dcaf77b3bc1804
30	7	2	seed003	train	medium	seed003_medium	direct	93f4cf109d8196e5d2830ba3a02b6557e838c698dc5a78ee43dcaf77b3bc1804
31	7	3	seed003	train	medium	seed003_medium	vless	93f4cf109d8196e5d2830ba3a02b6557e838c698dc5a78ee43dcaf77b3bc1804
32	7	4	seed003	train	medium	seed003_medium	shadowsocks	93f4cf109d8196e5d2830ba3a02b6557e838c698dc5a78ee43dcaf77b3bc1804
33	8	1	seed003	train	heavy	seed003_heavy	direct	368f875f17c239ff259332794b35ccf3d75886ccbda577df8e8eae5e879bd4e3
34	8	2	seed003	train	heavy	seed003_heavy	vless	368f875f17c239ff259332794b35ccf3d75886ccbda577df8e8eae5e879bd4e3
35	8	3	seed003	train	heavy	seed003_heavy	shadowsocks	368f875f17c239ff259332794b35ccf3d75886ccbda577df8e8eae5e879bd4e3
36	8	4	seed003	train	heavy	seed003_heavy	trojan	368f875f17c239ff259332794b35ccf3d75886ccbda577df8e8eae5e879bd4e3
37	9	1	seed004	train	light	seed004_light	vless	75b02550e1e631f20e11e898b15becff8ac38e27f65af2a4217a69885455ff4c
38	9	2	seed004	train	light	seed004_light	shadowsocks	75b02550e1e631f20e11e898b15becff8ac38e27f65af2a4217a69885455ff4c
39	9	3	seed004	train	light	seed004_light	trojan	75b02550e1e631f20e11e898b15becff8ac38e27f65af2a4217a69885455ff4c
40	9	4	seed004	train	light	seed004_light	direct	75b02550e1e631f20e11e898b15becff8ac38e27f65af2a4217a69885455ff4c
41	10	1	seed004	train	medium	seed004_medium	shadowsocks	db05737ff5780ec61db269be1b3b25a6dc862b2ad0cb3c1df300f134ec7acd2c
42	10	2	seed004	train	medium	seed004_medium	trojan	db05737ff5780ec61db269be1b3b25a6dc862b2ad0cb3c1df300f134ec7acd2c
43	10	3	seed004	train	medium	seed004_medium	direct	db05737ff5780ec61db269be1b3b25a6dc862b2ad0cb3c1df300f134ec7acd2c
44	10	4	seed004	train	medium	seed004_medium	vless	db05737ff5780ec61db269be1b3b25a6dc862b2ad0cb3c1df300f134ec7acd2c
45	11	1	seed004	train	heavy	seed004_heavy	trojan	28509e891d5b1d5a032194657049cc1d48ec6e6d2ffb586075c2c5d32214c7a3
46	11	2	seed004	train	heavy	seed004_heavy	direct	28509e891d5b1d5a032194657049cc1d48ec6e6d2ffb586075c2c5d32214c7a3
47	11	3	seed004	train	heavy	seed004_heavy	vless	28509e891d5b1d5a032194657049cc1d48ec6e6d2ffb586075c2c5d32214c7a3
48	11	4	seed004	train	heavy	seed004_heavy	shadowsocks	28509e891d5b1d5a032194657049cc1d48ec6e6d2ffb586075c2c5d32214c7a3
49	12	1	seed005	train	light	seed005_light	direct	17a8328273466ac8c1c64ed754e5e870b70267a4026fe1d71d306b3550e6e2a8
50	12	2	seed005	train	light	seed005_light	vless	17a8328273466ac8c1c64ed754e5e870b70267a4026fe1d71d306b3550e6e2a8
51	12	3	seed005	train	light	seed005_light	shadowsocks	17a8328273466ac8c1c64ed754e5e870b70267a4026fe1d71d306b3550e6e2a8
52	12	4	seed005	train	light	seed005_light	trojan	17a8328273466ac8c1c64ed754e5e870b70267a4026fe1d71d306b3550e6e2a8
53	13	1	seed005	train	medium	seed005_medium	vless	32d5e53c1b774b8194b883a8687512d8f1e385165e5072773c5d5a366a3244a2
54	13	2	seed005	train	medium	seed005_medium	shadowsocks	32d5e53c1b774b8194b883a8687512d8f1e385165e5072773c5d5a366a3244a2
55	13	3	seed005	train	medium	seed005_medium	trojan	32d5e53c1b774b8194b883a8687512d8f1e385165e5072773c5d5a366a3244a2
56	13	4	seed005	train	medium	seed005_medium	direct	32d5e53c1b774b8194b883a8687512d8f1e385165e5072773c5d5a366a3244a2
57	14	1	seed005	train	heavy	seed005_heavy	shadowsocks	d51b7c1bfdb78efa9e206ee7d1a96eaf0528d861b5de829f1e14d8244b90cf9b
58	14	2	seed005	train	heavy	seed005_heavy	trojan	d51b7c1bfdb78efa9e206ee7d1a96eaf0528d861b5de829f1e14d8244b90cf9b
59	14	3	seed005	train	heavy	seed005_heavy	direct	d51b7c1bfdb78efa9e206ee7d1a96eaf0528d861b5de829f1e14d8244b90cf9b
60	14	4	seed005	train	heavy	seed005_heavy	vless	d51b7c1bfdb78efa9e206ee7d1a96eaf0528d861b5de829f1e14d8244b90cf9b
61	15	1	seed006	train	light	seed006_light	trojan	93405c8e351d9bd1ec1e7c0e4f0f342162be1d64442e838e65bbb6f8c0c7d59f
62	15	2	seed006	train	light	seed006_light	direct	93405c8e351d9bd1ec1e7c0e4f0f342162be1d64442e838e65bbb6f8c0c7d59f
63	15	3	seed006	train	light	seed006_light	vless	93405c8e351d9bd1ec1e7c0e4f0f342162be1d64442e838e65bbb6f8c0c7d59f
64	15	4	seed006	train	light	seed006_light	shadowsocks	93405c8e351d9bd1ec1e7c0e4f0f342162be1d64442e838e65bbb6f8c0c7d59f
65	16	1	seed006	train	medium	seed006_medium	direct	0e0a1e6a9039462046ca92ea8704a67a904cae2d9360a667202bad37911f6598
66	16	2	seed006	train	medium	seed006_medium	vless	0e0a1e6a9039462046ca92ea8704a67a904cae2d9360a667202bad37911f6598
67	16	3	seed006	train	medium	seed006_medium	shadowsocks	0e0a1e6a9039462046ca92ea8704a67a904cae2d9360a667202bad37911f6598
68	16	4	seed006	train	medium	seed006_medium	trojan	0e0a1e6a9039462046ca92ea8704a67a904cae2d9360a667202bad37911f6598
69	17	1	seed006	train	heavy	seed006_heavy	vless	8b7ca6174e7995635a04e402eaaef2eaa3d0b437170b047ba6bb23cea430979c
70	17	2	seed006	train	heavy	seed006_heavy	shadowsocks	8b7ca6174e7995635a04e402eaaef2eaa3d0b437170b047ba6bb23cea430979c
71	17	3	seed006	train	heavy	seed006_heavy	trojan	8b7ca6174e7995635a04e402eaaef2eaa3d0b437170b047ba6bb23cea430979c
72	17	4	seed006	train	heavy	seed006_heavy	direct	8b7ca6174e7995635a04e402eaaef2eaa3d0b437170b047ba6bb23cea430979c
73	18	1	seed007	train	light	seed007_light	shadowsocks	8dbc409bde011cce2e79c10c8dde8f648676c3eeb7abc5424a83c2a4e0d5aada
74	18	2	seed007	train	light	seed007_light	trojan	8dbc409bde011cce2e79c10c8dde8f648676c3eeb7abc5424a83c2a4e0d5aada
75	18	3	seed007	train	light	seed007_light	direct	8dbc409bde011cce2e79c10c8dde8f648676c3eeb7abc5424a83c2a4e0d5aada
76	18	4	seed007	train	light	seed007_light	vless	8dbc409bde011cce2e79c10c8dde8f648676c3eeb7abc5424a83c2a4e0d5aada
77	19	1	seed007	train	medium	seed007_medium	trojan	5f8247e29e6c2886186b91d4aaaf7bf53d1b25ffad4c5882e690fdc9089b73d1
78	19	2	seed007	train	medium	seed007_medium	direct	5f8247e29e6c2886186b91d4aaaf7bf53d1b25ffad4c5882e690fdc9089b73d1
79	19	3	seed007	train	medium	seed007_medium	vless	5f8247e29e6c2886186b91d4aaaf7bf53d1b25ffad4c5882e690fdc9089b73d1
80	19	4	seed007	train	medium	seed007_medium	shadowsocks	5f8247e29e6c2886186b91d4aaaf7bf53d1b25ffad4c5882e690fdc9089b73d1
81	20	1	seed007	train	heavy	seed007_heavy	direct	ffc5b542e807847938d19d66e702496439b3e45da4beb74b9a9a7f99846a393d
82	20	2	seed007	train	heavy	seed007_heavy	vless	ffc5b542e807847938d19d66e702496439b3e45da4beb74b9a9a7f99846a393d
83	20	3	seed007	train	heavy	seed007_heavy	shadowsocks	ffc5b542e807847938d19d66e702496439b3e45da4beb74b9a9a7f99846a393d
84	20	4	seed007	train	heavy	seed007_heavy	trojan	ffc5b542e807847938d19d66e702496439b3e45da4beb74b9a9a7f99846a393d
85	21	1	seed008	train	light	seed008_light	vless	fff0c9155dec3a9533b5ef457b2998f71fadaf377cc128984178f00f7b923ae1
86	21	2	seed008	train	light	seed008_light	shadowsocks	fff0c9155dec3a9533b5ef457b2998f71fadaf377cc128984178f00f7b923ae1
87	21	3	seed008	train	light	seed008_light	trojan	fff0c9155dec3a9533b5ef457b2998f71fadaf377cc128984178f00f7b923ae1
88	21	4	seed008	train	light	seed008_light	direct	fff0c9155dec3a9533b5ef457b2998f71fadaf377cc128984178f00f7b923ae1
89	22	1	seed008	train	medium	seed008_medium	shadowsocks	42677d5da263923dee4831fff4eaaab94d6ad9fd4312c6bdd7e70e1eec7a1994
90	22	2	seed008	train	medium	seed008_medium	trojan	42677d5da263923dee4831fff4eaaab94d6ad9fd4312c6bdd7e70e1eec7a1994
91	22	3	seed008	train	medium	seed008_medium	direct	42677d5da263923dee4831fff4eaaab94d6ad9fd4312c6bdd7e70e1eec7a1994
92	22	4	seed008	train	medium	seed008_medium	vless	42677d5da263923dee4831fff4eaaab94d6ad9fd4312c6bdd7e70e1eec7a1994
93	23	1	seed008	train	heavy	seed008_heavy	trojan	9ecff481b39f014f21602724e49f02c689fcc34a7dd0aa88ff23d6d5883bd343
94	23	2	seed008	train	heavy	seed008_heavy	direct	9ecff481b39f014f21602724e49f02c689fcc34a7dd0aa88ff23d6d5883bd343
95	23	3	seed008	train	heavy	seed008_heavy	vless	9ecff481b39f014f21602724e49f02c689fcc34a7dd0aa88ff23d6d5883bd343
96	23	4	seed008	train	heavy	seed008_heavy	shadowsocks	9ecff481b39f014f21602724e49f02c689fcc34a7dd0aa88ff23d6d5883bd343
97	24	1	seed009	train	light	seed009_light	direct	5154ecfeabefb332182b6eaebc37a41c4181ff92f19deb978759b7dd493ec6c2
98	24	2	seed009	train	light	seed009_light	vless	5154ecfeabefb332182b6eaebc37a41c4181ff92f19deb978759b7dd493ec6c2
99	24	3	seed009	train	light	seed009_light	shadowsocks	5154ecfeabefb332182b6eaebc37a41c4181ff92f19deb978759b7dd493ec6c2
100	24	4	seed009	train	light	seed009_light	trojan	5154ecfeabefb332182b6eaebc37a41c4181ff92f19deb978759b7dd493ec6c2
101	25	1	seed009	train	medium	seed009_medium	vless	029121d06bf93db62b656177f1d2bf3d7cc6198582f0b9feb7821a01880bea9c
102	25	2	seed009	train	medium	seed009_medium	shadowsocks	029121d06bf93db62b656177f1d2bf3d7cc6198582f0b9feb7821a01880bea9c
103	25	3	seed009	train	medium	seed009_medium	trojan	029121d06bf93db62b656177f1d2bf3d7cc6198582f0b9feb7821a01880bea9c
104	25	4	seed009	train	medium	seed009_medium	direct	029121d06bf93db62b656177f1d2bf3d7cc6198582f0b9feb7821a01880bea9c
105	26	1	seed009	train	heavy	seed009_heavy	shadowsocks	4e208f28b91417d14acdc53a94a5e52458d58138f3ace84b33baea3fcee7529b
106	26	2	seed009	train	heavy	seed009_heavy	trojan	4e208f28b91417d14acdc53a94a5e52458d58138f3ace84b33baea3fcee7529b
107	26	3	seed009	train	heavy	seed009_heavy	direct	4e208f28b91417d14acdc53a94a5e52458d58138f3ace84b33baea3fcee7529b
108	26	4	seed009	train	heavy	seed009_heavy	vless	4e208f28b91417d14acdc53a94a5e52458d58138f3ace84b33baea3fcee7529b
109	27	1	seed010	train	light	seed010_light	trojan	11637e280cb8727069a59752f9e74f09d10c5995f463a20f7ed8ad4dc1388b07
110	27	2	seed010	train	light	seed010_light	direct	11637e280cb8727069a59752f9e74f09d10c5995f463a20f7ed8ad4dc1388b07
111	27	3	seed010	train	light	seed010_light	vless	11637e280cb8727069a59752f9e74f09d10c5995f463a20f7ed8ad4dc1388b07
112	27	4	seed010	train	light	seed010_light	shadowsocks	11637e280cb8727069a59752f9e74f09d10c5995f463a20f7ed8ad4dc1388b07
113	28	1	seed010	train	medium	seed010_medium	direct	c40ddc27da90ffd707b99f15c7fb58af2b6a8c72d06aeb1b83fd279d86ef0e19
114	28	2	seed010	train	medium	seed010_medium	vless	c40ddc27da90ffd707b99f15c7fb58af2b6a8c72d06aeb1b83fd279d86ef0e19
115	28	3	seed010	train	medium	seed010_medium	shadowsocks	c40ddc27da90ffd707b99f15c7fb58af2b6a8c72d06aeb1b83fd279d86ef0e19
116	28	4	seed010	train	medium	seed010_medium	trojan	c40ddc27da90ffd707b99f15c7fb58af2b6a8c72d06aeb1b83fd279d86ef0e19
117	29	1	seed010	train	heavy	seed010_heavy	vless	7fd6e802891d7d0c66388d3919369be554fc82200c059ddfe16e8a271ea69281
118	29	2	seed010	train	heavy	seed010_heavy	shadowsocks	7fd6e802891d7d0c66388d3919369be554fc82200c059ddfe16e8a271ea69281
119	29	3	seed010	train	heavy	seed010_heavy	trojan	7fd6e802891d7d0c66388d3919369be554fc82200c059ddfe16e8a271ea69281
120	29	4	seed010	train	heavy	seed010_heavy	direct	7fd6e802891d7d0c66388d3919369be554fc82200c059ddfe16e8a271ea69281
121	30	1	seed011	train	light	seed011_light	shadowsocks	15b1fcfd74ceee595fbbae3f9f7e77884c2bc17f119b4e9663238c1d96d07bcb
122	30	2	seed011	train	light	seed011_light	trojan	15b1fcfd74ceee595fbbae3f9f7e77884c2bc17f119b4e9663238c1d96d07bcb
123	30	3	seed011	train	light	seed011_light	direct	15b1fcfd74ceee595fbbae3f9f7e77884c2bc17f119b4e9663238c1d96d07bcb
124	30	4	seed011	train	light	seed011_light	vless	15b1fcfd74ceee595fbbae3f9f7e77884c2bc17f119b4e9663238c1d96d07bcb
125	31	1	seed011	train	medium	seed011_medium	trojan	4b3f0ea4a16c7e655e44e242adc237f07bda690155dd4ac172c37a1bcfa33e70
126	31	2	seed011	train	medium	seed011_medium	direct	4b3f0ea4a16c7e655e44e242adc237f07bda690155dd4ac172c37a1bcfa33e70
127	31	3	seed011	train	medium	seed011_medium	vless	4b3f0ea4a16c7e655e44e242adc237f07bda690155dd4ac172c37a1bcfa33e70
128	31	4	seed011	train	medium	seed011_medium	shadowsocks	4b3f0ea4a16c7e655e44e242adc237f07bda690155dd4ac172c37a1bcfa33e70
129	32	1	seed011	train	heavy	seed011_heavy	direct	7f11099f51e94c30ff637c82bd4ebde7e88da5e22747b2bf5258b445416162e1
130	32	2	seed011	train	heavy	seed011_heavy	vless	7f11099f51e94c30ff637c82bd4ebde7e88da5e22747b2bf5258b445416162e1
131	32	3	seed011	train	heavy	seed011_heavy	shadowsocks	7f11099f51e94c30ff637c82bd4ebde7e88da5e22747b2bf5258b445416162e1
132	32	4	seed011	train	heavy	seed011_heavy	trojan	7f11099f51e94c30ff637c82bd4ebde7e88da5e22747b2bf5258b445416162e1
133	33	1	seed012	train	light	seed012_light	vless	549c969651b946052bfdf4846b9136c8e5192e85ae3663d3b2805c119084cf6e
134	33	2	seed012	train	light	seed012_light	shadowsocks	549c969651b946052bfdf4846b9136c8e5192e85ae3663d3b2805c119084cf6e
135	33	3	seed012	train	light	seed012_light	trojan	549c969651b946052bfdf4846b9136c8e5192e85ae3663d3b2805c119084cf6e
136	33	4	seed012	train	light	seed012_light	direct	549c969651b946052bfdf4846b9136c8e5192e85ae3663d3b2805c119084cf6e
137	34	1	seed012	train	medium	seed012_medium	shadowsocks	fe76e268a0697d8353945814e012d0080e4cac36aabf152df6ec66d8ef7f89ed
138	34	2	seed012	train	medium	seed012_medium	trojan	fe76e268a0697d8353945814e012d0080e4cac36aabf152df6ec66d8ef7f89ed
139	34	3	seed012	train	medium	seed012_medium	direct	fe76e268a0697d8353945814e012d0080e4cac36aabf152df6ec66d8ef7f89ed
140	34	4	seed012	train	medium	seed012_medium	vless	fe76e268a0697d8353945814e012d0080e4cac36aabf152df6ec66d8ef7f89ed
141	35	1	seed012	train	heavy	seed012_heavy	trojan	95ba4cdff4104474bb1c735f16c8448364a5d622bbb1c4136a47dabafa642804
142	35	2	seed012	train	heavy	seed012_heavy	direct	95ba4cdff4104474bb1c735f16c8448364a5d622bbb1c4136a47dabafa642804
143	35	3	seed012	train	heavy	seed012_heavy	vless	95ba4cdff4104474bb1c735f16c8448364a5d622bbb1c4136a47dabafa642804
144	35	4	seed012	train	heavy	seed012_heavy	shadowsocks	95ba4cdff4104474bb1c735f16c8448364a5d622bbb1c4136a47dabafa642804
145	36	1	seed013	train	light	seed013_light	direct	93f87e261117c522b4687daffdc377ebf421126a4f332dff7feeaa06912ae7f5
146	36	2	seed013	train	light	seed013_light	vless	93f87e261117c522b4687daffdc377ebf421126a4f332dff7feeaa06912ae7f5
147	36	3	seed013	train	light	seed013_light	shadowsocks	93f87e261117c522b4687daffdc377ebf421126a4f332dff7feeaa06912ae7f5
148	36	4	seed013	train	light	seed013_light	trojan	93f87e261117c522b4687daffdc377ebf421126a4f332dff7feeaa06912ae7f5
149	37	1	seed013	train	medium	seed013_medium	vless	e36604b16b52543914817dd4147a5eb2059dadfce6a373e62a0008265cab7896
150	37	2	seed013	train	medium	seed013_medium	shadowsocks	e36604b16b52543914817dd4147a5eb2059dadfce6a373e62a0008265cab7896
151	37	3	seed013	train	medium	seed013_medium	trojan	e36604b16b52543914817dd4147a5eb2059dadfce6a373e62a0008265cab7896
152	37	4	seed013	train	medium	seed013_medium	direct	e36604b16b52543914817dd4147a5eb2059dadfce6a373e62a0008265cab7896
153	38	1	seed013	train	heavy	seed013_heavy	shadowsocks	e470dfdfb7d9fc6a0350e9d85f4cf54991739ddc68c11747978105cf7a1af621
154	38	2	seed013	train	heavy	seed013_heavy	trojan	e470dfdfb7d9fc6a0350e9d85f4cf54991739ddc68c11747978105cf7a1af621
155	38	3	seed013	train	heavy	seed013_heavy	direct	e470dfdfb7d9fc6a0350e9d85f4cf54991739ddc68c11747978105cf7a1af621
156	38	4	seed013	train	heavy	seed013_heavy	vless	e470dfdfb7d9fc6a0350e9d85f4cf54991739ddc68c11747978105cf7a1af621
157	39	1	seed014	train	light	seed014_light	trojan	02f3e10ea3e3bd2655ae0dc084e7fd669c60865f66f1318181f32deb34a11c69
158	39	2	seed014	train	light	seed014_light	direct	02f3e10ea3e3bd2655ae0dc084e7fd669c60865f66f1318181f32deb34a11c69
159	39	3	seed014	train	light	seed014_light	vless	02f3e10ea3e3bd2655ae0dc084e7fd669c60865f66f1318181f32deb34a11c69
160	39	4	seed014	train	light	seed014_light	shadowsocks	02f3e10ea3e3bd2655ae0dc084e7fd669c60865f66f1318181f32deb34a11c69
161	40	1	seed014	train	medium	seed014_medium	direct	3cf86cbea7e75b6dfafbdb5e33e5b7e060a543a017636c83c41d0d3c77c0b02f
162	40	2	seed014	train	medium	seed014_medium	vless	3cf86cbea7e75b6dfafbdb5e33e5b7e060a543a017636c83c41d0d3c77c0b02f
163	40	3	seed014	train	medium	seed014_medium	shadowsocks	3cf86cbea7e75b6dfafbdb5e33e5b7e060a543a017636c83c41d0d3c77c0b02f
164	40	4	seed014	train	medium	seed014_medium	trojan	3cf86cbea7e75b6dfafbdb5e33e5b7e060a543a017636c83c41d0d3c77c0b02f
165	41	1	seed014	train	heavy	seed014_heavy	vless	c2f01c386802f6d0619455087cada685c7da5c5304702bfade0380d4998c6036
166	41	2	seed014	train	heavy	seed014_heavy	shadowsocks	c2f01c386802f6d0619455087cada685c7da5c5304702bfade0380d4998c6036
167	41	3	seed014	train	heavy	seed014_heavy	trojan	c2f01c386802f6d0619455087cada685c7da5c5304702bfade0380d4998c6036
168	41	4	seed014	train	heavy	seed014_heavy	direct	c2f01c386802f6d0619455087cada685c7da5c5304702bfade0380d4998c6036
169	42	1	seed015	train	light	seed015_light	shadowsocks	240f9fbe2bebebc2b9bbd84ba8f15c18e3984aea36bdb5c8a49fdf0eb381882a
170	42	2	seed015	train	light	seed015_light	trojan	240f9fbe2bebebc2b9bbd84ba8f15c18e3984aea36bdb5c8a49fdf0eb381882a
171	42	3	seed015	train	light	seed015_light	direct	240f9fbe2bebebc2b9bbd84ba8f15c18e3984aea36bdb5c8a49fdf0eb381882a
172	42	4	seed015	train	light	seed015_light	vless	240f9fbe2bebebc2b9bbd84ba8f15c18e3984aea36bdb5c8a49fdf0eb381882a
173	43	1	seed015	train	medium	seed015_medium	trojan	356cc50a83e944d99f8a62a25f66e30a10f21c3a9721fb9e5414697c678fb5e4
174	43	2	seed015	train	medium	seed015_medium	direct	356cc50a83e944d99f8a62a25f66e30a10f21c3a9721fb9e5414697c678fb5e4
175	43	3	seed015	train	medium	seed015_medium	vless	356cc50a83e944d99f8a62a25f66e30a10f21c3a9721fb9e5414697c678fb5e4
176	43	4	seed015	train	medium	seed015_medium	shadowsocks	356cc50a83e944d99f8a62a25f66e30a10f21c3a9721fb9e5414697c678fb5e4
177	44	1	seed015	train	heavy	seed015_heavy	direct	64b18b2de2270388c5017c8cd6246b06f73ca85846ecbf884fdf30a74eab89c1
178	44	2	seed015	train	heavy	seed015_heavy	vless	64b18b2de2270388c5017c8cd6246b06f73ca85846ecbf884fdf30a74eab89c1
179	44	3	seed015	train	heavy	seed015_heavy	shadowsocks	64b18b2de2270388c5017c8cd6246b06f73ca85846ecbf884fdf30a74eab89c1
180	44	4	seed015	train	heavy	seed015_heavy	trojan	64b18b2de2270388c5017c8cd6246b06f73ca85846ecbf884fdf30a74eab89c1
181	45	1	seed016	train	light	seed016_light	vless	4ebfe1abc1fde4e4358ddf5269fa8f701f263de0bb4307cdfdd807ccb8fb1d3b
182	45	2	seed016	train	light	seed016_light	shadowsocks	4ebfe1abc1fde4e4358ddf5269fa8f701f263de0bb4307cdfdd807ccb8fb1d3b
183	45	3	seed016	train	light	seed016_light	trojan	4ebfe1abc1fde4e4358ddf5269fa8f701f263de0bb4307cdfdd807ccb8fb1d3b
184	45	4	seed016	train	light	seed016_light	direct	4ebfe1abc1fde4e4358ddf5269fa8f701f263de0bb4307cdfdd807ccb8fb1d3b
185	46	1	seed016	train	medium	seed016_medium	shadowsocks	9dc1c2b19db375b73a69e813b93cc8e65efa456961f2fb646dfeaee293dd7164
186	46	2	seed016	train	medium	seed016_medium	trojan	9dc1c2b19db375b73a69e813b93cc8e65efa456961f2fb646dfeaee293dd7164
187	46	3	seed016	train	medium	seed016_medium	direct	9dc1c2b19db375b73a69e813b93cc8e65efa456961f2fb646dfeaee293dd7164
188	46	4	seed016	train	medium	seed016_medium	vless	9dc1c2b19db375b73a69e813b93cc8e65efa456961f2fb646dfeaee293dd7164
189	47	1	seed016	train	heavy	seed016_heavy	trojan	e1c9fe289b417c429e44aa9f2d13141d460b5bc4e12a463e3d6582eeb720f765
190	47	2	seed016	train	heavy	seed016_heavy	direct	e1c9fe289b417c429e44aa9f2d13141d460b5bc4e12a463e3d6582eeb720f765
191	47	3	seed016	train	heavy	seed016_heavy	vless	e1c9fe289b417c429e44aa9f2d13141d460b5bc4e12a463e3d6582eeb720f765
192	47	4	seed016	train	heavy	seed016_heavy	shadowsocks	e1c9fe289b417c429e44aa9f2d13141d460b5bc4e12a463e3d6582eeb720f765
193	48	1	seed017	train	light	seed017_light	direct	cece0094e19e70f70b726bf1cc9e1741ff62c55a705d3b3aff3781c542268eb4
194	48	2	seed017	train	light	seed017_light	vless	cece0094e19e70f70b726bf1cc9e1741ff62c55a705d3b3aff3781c542268eb4
195	48	3	seed017	train	light	seed017_light	shadowsocks	cece0094e19e70f70b726bf1cc9e1741ff62c55a705d3b3aff3781c542268eb4
196	48	4	seed017	train	light	seed017_light	trojan	cece0094e19e70f70b726bf1cc9e1741ff62c55a705d3b3aff3781c542268eb4
197	49	1	seed017	train	medium	seed017_medium	vless	6d8380cc334e5e77c2cce2e64bf1260567c317499dd4243e87278dfa8e2da89c
198	49	2	seed017	train	medium	seed017_medium	shadowsocks	6d8380cc334e5e77c2cce2e64bf1260567c317499dd4243e87278dfa8e2da89c
199	49	3	seed017	train	medium	seed017_medium	trojan	6d8380cc334e5e77c2cce2e64bf1260567c317499dd4243e87278dfa8e2da89c
200	49	4	seed017	train	medium	seed017_medium	direct	6d8380cc334e5e77c2cce2e64bf1260567c317499dd4243e87278dfa8e2da89c
