domain_id	rank	domain	https_url	rank_bucket	split	split_key_sha256	split_seed
domain0133	370	mi.com	https://mi.com/	top_1_1000	train	1346a1deb5ea732e1a64d90d3b345c176bbdb21d68542eb458942c7eb24b764c	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0227	615	anthropic.com	https://anthropic.com/	top_1_1000	train	13e657646ab7dd17650e7c9abec62bc4d29e5d72dbaf48aec07113d185958190	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0145	392	yandex.com	https://yandex.com/	top_1_1000	train	13ff017a291a8e4cea3f1cb60f2ba6ded428bb70148b85d0ec2f3bf55f33ce55	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0151	409	casalemedia.com	https://casalemedia.com/	top_1_1000	train	1653e7a8ab2010a9e491db02aed8652731a7e01f10df6145a7d55df86f92403d	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0250	664	intercom.io	https://intercom.io/	top_1_1000	train	1755eebe90998d31df6d08bcb6504fc678e2c27c967ba9bcbba66403271e8ab5	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0106	303	mzstatic.com	https://mzstatic.com/	top_1_1000	train	17c3e176064f965e6d25add775fc806d97039120099ad44a9778bab640effb40	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0276	726	amazon.es	https://amazon.es/	top_1_1000	train	17e3533033737f0f440ca4ced21eeef1b6615321a95372405d731859f1a40d14	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0169	459	cnbc.com	https://cnbc.com/	top_1_1000	train	195af30506926879b4ef3cc5131dd2b6896099e8b5258b5d18dffe7fb43e81e5	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0197	554	fast.com	https://fast.com/	top_1_1000	train	1b098b032a0e8d1287d478dc4091187f3787fc8b210a803c43890b6464e11f13	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0044	121	afternic.com	https://afternic.com/	top_1_1000	train	1b5fb1c46382cd49b57ee7155a7941ed45585f70a724e69b8752319b64491fa0	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0046	123	criteo.com	https://criteo.com/	top_1_1000	train	1bb0f9eecb032a66721302c00a036ae6cff42341715f173446beb2edc198eb74	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0113	325	amazon.co.uk	https://amazon.co.uk/	top_1_1000	train	1dc7eb4bb1ff17b12cbd5c3e0fdb10ed4ae5ca4ad9494335d80b3e4fb8eebba0	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0234	624	sagepub.com	https://sagepub.com/	top_1_1000	train	1e198248c4fdaee307434db1ed1d45d822bcc3b223746d268f481fe77e54e6d4	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0074	227	nist.gov	https://nist.gov/	top_1_1000	train	1e3ff561f19aa31c8e0dedf470bbe137a8457cb56a4361d391dedec9a9be974b	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0229	617	nintendo.com	https://nintendo.com/	top_1_1000	train	1e93e267ffae5e75d066189c883ed1161c0860996b292353d63227f485039f6e	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0023	71	wa.me	https://wa.me/	top_1_1000	train	1e9f8ae7ac19d102dde4a608bb2ff4e29a4f0104657c5f2893e2085db5c3e449	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0103	300	weather.com	https://weather.com/	top_1_1000	train	1eb8b8832c482027c76d7cf5b687319b72e1129a855ab2008a8fe5f4a1bf4d2c	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0307	806	disneyplus.com	https://disneyplus.com/	top_1_1000	train	1ff7bdfee4b3d9edfcddbf46cfdbdc71b9765706275c5d2a2114745904c34ae8	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0085	260	launchpad.net	https://launchpad.net/	top_1_1000	train	201a26c74bae31385bfc769d725be72c7158b7519e57f17c4ce9c486ac4eb033	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0233	623	ikea.com	https://ikea.com/	top_1_1000	train	202823ff7fc4dbad2c10c5291a1daeba2fb9b3ee690f20fccc14b0eca3d0bfac	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0350	923	state.gov	https://state.gov/	top_1_1000	train	206365cfe89bbcdf38ccf1182e4e204ab2c061de72d0d2df54f71b9acf10c2a0	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0006	17	dzen.ru	https://dzen.ru/	top_1_1000	train	2068a3e6ef78cc78b4d44ec3ce4c82f4615a206676211a502c05e519a4f42802	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0143	389	tp-link.com	https://tp-link.com/	top_1_1000	train	2143cf59cdd5949b5988f199adde88b6a10630a1b99aaf3d149c9d349b380737	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0198	556	tplinkcloud.com	https://tplinkcloud.com/	top_1_1000	train	245b32ecb72364f42b5d67f1933c855ca8009376d2294433c1206395058f2209	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0047	124	f5.com	https://f5.com/	top_1_1000	train	2713030aa38d738caf32f14aafe6d804c28872323cf123dcda957e7f06ad6f7c	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0014	34	fastly.net	https://fastly.net/	top_1_1000	train	27d875c52da9a7ea6817514c47a63dad076313210eb63811f0e9eafd388dafcd	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0170	461	skyhigh.cloud	https://skyhigh.cloud/	top_1_1000	train	28292b8bdd2aecded446957f2b356572e2fd0d8cada7f74787881c1f1076a57c	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0042	117	registrar-servers.com	https://registrar-servers.com/	top_1_1000	train	29cae98efce69d21acdd462d5337c4915d13c1e8696150b593ebfde6ab00ef4b	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0124	357	opendns.com	https://opendns.com/	top_1_1000	train	2d286f0e0fb76137afc9400eed1136b95b499c5d663dcffa67fb62e1536bf86b	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0293	769	appcenter.ms	https://appcenter.ms/	top_1_1000	train	2d6afc855184365be88174806c2d9d9a9310c61c8e3862f7f212d40e94ed8991	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0289	760	wp.pl	https://wp.pl/	top_1_1000	train	2ee465995852153a6426c3242b8cb47521a6c5e8a48abb5be715bbbf823be7b7	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0206	573	aboutads.info	https://aboutads.info/	top_1_1000	train	2ef8bced9a39291943195e61818a8dbf677a03efcf6d74ef3ba067de619308fa	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0216	591	hotjar.com	https://hotjar.com/	top_1_1000	train	335a69778d5d49257bdf34c78e0c5298d26a8174032cf55e2a7bef07ead8ac43	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0160	442	intel.com	https://intel.com/	top_1_1000	train	340c1a198df96897badfdd2023b4abfc2a237f6372eaadfb4dbee5a4675f40dd	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0156	430	expireddomains.com	https://expireddomains.com/	top_1_1000	train	343766c474d17478dab43a4928efb4d05c8a00ead20f6dd29df63717ede835c7	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0213	587	3lift.com	https://3lift.com/	top_1_1000	train	344de5b02543ee52a76dfbcd0ef8cbc79cc8437df430fa4577cdbb2172e8c584	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0132	369	quickconnect.to	https://quickconnect.to/	top_1_1000	train	34c4081581051dbe7de6b85f80075146ba54ff87940410767f27837325bb503a	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0104	301	alibaba.com	https://alibaba.com/	top_1_1000	train	352c54c08b5fe628f9f3ca62b5d9fbf024deff3feda8b6969f455fba6db1901a	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0299	787	lenovo.com	https://lenovo.com/	top_1_1000	train	3635b9b0c5f5020de72a1b2885843c55e5d3f5c43d851a0f79704e89ed183af2	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0119	339	cdc.gov	https://cdc.gov/	top_1_1000	train	363ab91eff0b350b82d4337f985114b44d4cf9626a0cf3067bf3bcadb6c17c90	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0076	234	userapi.com	https://userapi.com/	top_1_1000	train	36ab5cf48049cf2dfcf9a95e1789b46f18074b1a8ec5c32c6432179955be964c	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0282	741	shopee.co.id	https://shopee.co.id/	top_1_1000	train	36b217068725597a0c619c283fe31d726bb17f1c0f2de90be998dfdb128c2517	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0337	888	qualtrics.com	https://qualtrics.com/	top_1_1000	train	36cc9560db52e829945ebc3e954e6a193021a2120bf316f6d4843f0728f242f3	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0073	218	cpanel.net	https://cpanel.net/	top_1_1000	train	3959d565bd30731520cef04b8e0441dbe6c415718d3142a9d16029c2d99fe31c	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0015	43	gandi.net	https://gandi.net/	top_1_1000	train	39dde8f7fb3f44cc82765e0f76ea3d3691e62dae92e7b37ca19dd4c8783b8763	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0312	814	amazon.com.au	https://amazon.com.au/	top_1_1000	train	3ab8782b3fb081b8ca0e272c18ba5d542d339b8150b09dddd680a09c5f95d037	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0313	815	moloco.com	https://moloco.com/	top_1_1000	train	3afcae521af7c4e6e554338f8e5bb0cf40554629cd420d96a512e2a72d94fb72	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0084	259	scorecardresearch.com	https://scorecardresearch.com/	top_1_1000	train	3bb878ee7e5674774da43fc8ef9a3aea3f1fbee580319f8825060ce4570217e3	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0065	198	lencr.org	https://lencr.org/	top_1_1000	train	3c9589bc2686dddb61e721bf859c569b985c798a28c6b356bbed57a5461e722b	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0048	125	amazonvideo.com	https://amazonvideo.com/	top_1_1000	train	3e60bc02f25e91b1a267e5f25c1793abc1052797665d94ba6b012e58af2d3bb3	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0239	631	braze.com	https://braze.com/	top_1_1000	train	3ef68c56f3d5442ad1c6c4c6b6007c3f8f831f803039d6e5ed16447258da2a67	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0107	305	avast.com	https://avast.com/	top_1_1000	train	3fba8cd18750355544c42dbdb42a443e3a45acba086f523b46c5f2f5cd24911d	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0152	418	huawei.com	https://huawei.com/	top_1_1000	train	40d010c9565f209990625072ffcdeea2f2961c96987e6a4c22264505afc75c50	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0078	240	pubmatic.com	https://pubmatic.com/	top_1_1000	train	415b00c4599588c1d712aede86ebb55ea9a503f0419b82d4582411a7d42944f4	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0315	819	zoho.com	https://zoho.com/	top_1_1000	train	41684c51b6115b98c655aa443c9c1ae712f953b895859f609a4ddf306a808393	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0247	655	nike.com	https://nike.com/	top_1_1000	train	42189c797796631e7b59279cca0da8f492b709f723636abdcd3798013e02c031	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0149	402	aliexpress.com	https://aliexpress.com/	top_1_1000	train	4242ccdbf82f0cced52a8ed654e2c235b8e7ab288cfe089e26987b88a148beb1	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0298	784	singular.net	https://singular.net/	top_1_1000	train	42b458ee6ec5848e50e0fdd64867636735a20feacf2366ecb54761759ebb95e4	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0101	292	debian.org	https://debian.org/	top_1_1000	train	432a9dc6a869c7217708cb6fe95a78759d0cad73e11a9dc61797fdb0b3b2350e	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0204	570	eset.com	https://eset.com/	top_1_1000	train	44a0baa6bed0c23be0dea51c7276a64d20d5be1c235c9d0d1a96cfbef8454a06	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0205	571	icloud-content.com	https://icloud-content.com/	top_1_1000	train	44b6e1fa679a04580a31266729118077c42922b4726d8e76777e7eb987129ef3	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0017	47	wordpress.org	https://wordpress.org/	top_1_1000	train	450b1a4f969a689d20153b2cf21ce481c0591b48486c5da18735e778fd322858	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0054	162	one.one	https://one.one/	top_1_1000	train	45261d836a8164a00b8b7866ce6235585dec328f4a002d5dbb213f260aeca277	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0273	720	alrosa.ru	https://alrosa.ru/	top_1_1000	train	47a4480ab74825829a8d5383d1d4d53c7bac71048261ca546f75d8abb1d327a6	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0129	366	walmart.com	https://walmart.com/	top_1_1000	train	4867e7bd94172bd18a622d79ba994a1888ea57dc210cae077588e5f285ce6ad2	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0134	373	zendesk.com	https://zendesk.com/	top_1_1000	train	49971162ce7802b7905d365f5707c42c013c77b9a67b9507ceec045a3f116c98	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0316	822	unpkg.com	https://unpkg.com/	top_1_1000	train	49d07bb6b6de516343666909a86a5cc3b870cce8072614327fd64bc087f7192e	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0161	444	ipinfo.io	https://ipinfo.io/	top_1_1000	train	4a633b1f20283236a60cb83cddd178ff4329f7cd2d94347972ebb99f6f690209	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0348	919	seedtag.com	https://seedtag.com/	top_1_1000	train	4bfd087068979ef538d24934a71729a4cf4595b5db0e96c44d476136adffe024	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0163	447	paloaltonetworks.com	https://paloaltonetworks.com/	top_1_1000	train	4dc3f8fdc32c6ab0960d88667d95c75616dafc3cc857c126c0b5252401f72199	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0079	246	cisco.com	https://cisco.com/	top_1_1000	train	4dcd7a54699570bb5ad02e79ae575534847c1b4fc80281077b2bde634522b3f5	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0188	525	dynatrace.com	https://dynatrace.com/	top_1_1000	train	51b89c68deb10e9da5369db43292be151e8c4626ac9f8a7f43e0631618d2c3f0	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0064	197	creativecommons.org	https://creativecommons.org/	top_1_1000	train	51fe0d894460b0a6bc5517f57450fe11537d436e1eb79a779545d384f5891acd	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0196	546	cloudflareinsights.com	https://cloudflareinsights.com/	top_1_1000	train	52236ab49660ec0a440d999008eaf42de228395e2b0123472bab2abb59fb4aca	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0130	367	calendly.com	https://calendly.com/	top_1_1000	train	5227186aa7aa9017120bbfb360c051752182e4358fb1918d2b3c20c3f28cbb41	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0308	808	washington.edu	https://washington.edu/	top_1_1000	train	564a34ee8b101d96d854cc69933683f70aeb703acd1dabefa1a4655630c1189d	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0148	401	vivoglobal.com	https://vivoglobal.com/	top_1_1000	train	57604232b7f55a492513af36e7c42d1359f42a6bbe551ed06103d2cfdd46cd2c	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0154	424	brave.com	https://brave.com/	top_1_1000	train	58636162657cfe6695ee9cab44c6da3871301785fd34c08fe54c195c3b7d5d13	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0284	744	ted.com	https://ted.com/	top_1_1000	train	587a052c0d5680f12e42db44d1c16edca9321df5d6f1c27ab84bdabab6623e94	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0263	692	linode.com	https://linode.com/	top_1_1000	train	58ac95e1354f1e3707cea713dff4b2a1b025174d9bca10ea9ad389abaf1fddac	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0274	723	magnit.ru	https://magnit.ru/	top_1_1000	train	599ffb40d89e4ace71793b0d491e5630920ff82622ab474c29c4d801a2145f15	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0180	491	eventbrite.com	https://eventbrite.com/	top_1_1000	train	5aa750539027f3b0a58ca3fc80dbc3c1d85d232e232f3cb7922b28789249cb38	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0089	269	alidns.com	https://alidns.com/	top_1_1000	train	5b4d22a7e1cb6a8bdd55de8cb8c350d92b2c90fdc6cdeda66a98a16493d89043	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0095	281	oxylabs.io	https://oxylabs.io/	top_1_1000	train	5be87c161cf3e42fbc9106f38b31c12cd36d5e9146a47ab30654f480bdc9c3f8	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0100	291	harvard.edu	https://harvard.edu/	top_1_1000	train	5c9b183bee56bcbab486806dad2fe579dcf80b72238a4972ef08c267608bd590	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0142	387	amazontrust.com	https://amazontrust.com/	top_1_1000	train	5d3c34ca4b952cad6db4c146bdc554a713372e26fcc82b7f912beab4fc848629	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0114	327	launchdarkly.com	https://launchdarkly.com/	top_1_1000	train	5e2e912c0e4857f0ab8949a79f50ae153f22105eaf60cfb12c46e29204fc8962	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0236	627	sharethrough.com	https://sharethrough.com/	top_1_1000	train	5e46c70ae6301dc31245c83b97f0121589d75465f3bd6d3b395b4592c2d6e004	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0027	85	windows.com	https://windows.com/	top_1_1000	train	5e943fc063d1a000b3d9003fd563802c7ce7dc3a5c7e26c4253951e2158c9e4f	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0008	21	office.com	https://office.com/	top_1_1000	train	5ec93ef896960347d1eb25392882866497893d84be57fd86a9d4282be33b55db	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0121	345	naver.com	https://naver.com/	top_1_1000	train	5f070c3921888bc813ca881a1663e741514bc23a1f63abff69a4103fcb418a12	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0024	73	nginx.org	https://nginx.org/	top_1_1000	train	5f45b4e0f10c0fc15d094b2903322516fecd6d565bc93b8e0a3b142609a05c64	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0283	743	python.org	https://python.org/	top_1_1000	train	5f4b88d4746d6e38746b65ab4f645445e0a7261d935036e04bfd8a988acda0c5	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0040	112	bit.ly	https://bit.ly/	top_1_1000	train	5f8bf8030414e5c25d681c81c22f3778078bc52a2aafba9927539d170f429523	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0173	470	ietf.org	https://ietf.org/	top_1_1000	train	6029e62700317a6906dd43e7ae7d5f11b55fdca7f1e53557e5fe2c234675ad27	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0310	810	rt.ru	https://rt.ru/	top_1_1000	train	606f90e7cbbbec98efd317f82d737c00e3f3aee196455a737bda922b20815ac3	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0178	487	npr.org	https://npr.org/	top_1_1000	train	60f437901f26834f478c9f7b80ee3e5d2078835207af45914648fec18748bdd1	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0093	279	amplitude.com	https://amplitude.com/	top_1_1000	train	61d2e449622455b056a75c8be79e8309246d48e937bbbfb0f97f83cea49d1d64	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0223	609	amazon.fr	https://amazon.fr/	top_1_1000	train	626f4f1d40e02fb5510af9cce1a628c9c04fac681881c3f5c7e5f73d44c05b3c	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0323	843	deepl.com	https://deepl.com/	top_1_1000	train	62dffe1175b1f1d08aa7876c7efdc2f7b964e1308b0db5f9a548f597e7f08c51	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0092	278	tinyurl.com	https://tinyurl.com/	top_1_1000	train	63cdec54a7ba62a49b256b72d672d51b08f1953e34bfd2d4a8c4afe10a8aa874	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0099	290	www.gov.uk	https://www.gov.uk/	top_1_1000	train	64999b500dadb3452f3558db80019225e50a04b4a79c3b95dc6f253a17dac308	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0131	368	nvidia.com	https://nvidia.com/	top_1_1000	train	6573a4c95348dd6b089197fed7a73db439f48feab47fc88057f2575cb023e4f2	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0098	287	hp.com	https://hp.com/	top_1_1000	train	6596de22b5edbcaf736dace36443e52b265e2fdab8931e6700b230331442f482	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0203	566	360yield.com	https://360yield.com/	top_1_1000	train	661a128589d695b495454d2c369c079b1b8a2f83e462f6a42cb8f4f1bd6d4a13	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0245	648	redhat.com	https://redhat.com/	top_1_1000	train	666e4c3854496ce3497b2fb5cf3ff35b37fb2ac4846d4b12f0662574ee1696f1	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0094	280	nature.com	https://nature.com/	top_1_1000	train	6697b4342e96d17d39710eb6abce94c5159472332dd1b5f12700cec2fa4570ea	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0182	505	atlassian.net	https://atlassian.net/	top_1_1000	train	67cb5364ecf49beec55f60803c8579c762ec349db26c2ac597626134b88678e0	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0005	13	mail.ru	https://mail.ru/	top_1_1000	train	687ff360c9ccc83a6ade7b99d92f0405cad8bbe4b43764de17d3327a7bb65474	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0306	805	rakuten.com	https://rakuten.com/	top_1_1000	train	694d5a19a88007362b7ebba9f88023d00337bdf941bfb760f4dd10c83291480f	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0146	399	163.com	https://163.com/	top_1_1000	train	6a0ebed4adde59a62e426040af873f5acbeebef740720dae9aeeeaec5eae2d4c	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0061	186	w3.org	https://w3.org/	top_1_1000	train	6b29fe5d86010d27c322acd73700aaad11e829924937f60c86ddf053a0722d0c	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0003	7	amazonaws.com	https://amazonaws.com/	top_1_1000	train	6be0b359ee8c2802e2249fc163f5d9fb97c0beaa5d4a44fd3a04299634f93123	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0226	614	unesco.org	https://unesco.org/	top_1_1000	train	6d4f69e957d8bbaa52ec687068a0f01cf1855a596a3786be72a1ffb935daf51f	proxytraffic-realistic-v1-formal-t0-domain-split-v1
domain0275	724	seznam.cz	https://seznam.cz/	top_1_1000	train	6df8701a91a22e04c822cf75b0f2624702e164ce38b06433b102f57c5b76a126	proxytraffic-realistic-v1-formal-t0-domain-split-v1
