seed	split	intensity	pair_group_id	plan_path	plan_sha256	domain_ids	domain_split	browser_version	playwright_version	generator_git_head
seed004	train	heavy	seed004_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed004_heavy_workload_plan.json	28509e891d5b1d5a032194657049cc1d48ec6e6d2ffb586075c2c5d32214c7a3	domain0223,domain0044,domain0031,domain0216,domain0287,domain0220	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed005	train	light	seed005_light	/home/etip/datasets/plans/realistic_v1/t0/seed005_light_workload_plan.json	17a8328273466ac8c1c64ed754e5e870b70267a4026fe1d71d306b3550e6e2a8	domain0214,domain0161	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed005	train	medium	seed005_medium	/home/etip/datasets/plans/realistic_v1/t0/seed005_medium_workload_plan.json	32d5e53c1b774b8194b883a8687512d8f1e385165e5072773c5d5a366a3244a2	domain0352,domain0107,domain0247,domain0498	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed005	train	heavy	seed005_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed005_heavy_workload_plan.json	d51b7c1bfdb78efa9e206ee7d1a96eaf0528d861b5de829f1e14d8244b90cf9b	domain0156,domain0456,domain0440,domain0174,domain0137,domain0152	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed006	train	light	seed006_light	/home/etip/datasets/plans/realistic_v1/t0/seed006_light_workload_plan.json	93405c8e351d9bd1ec1e7c0e4f0f342162be1d64442e838e65bbb6f8c0c7d59f	domain0213,domain0143	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed006	train	medium	seed006_medium	/home/etip/datasets/plans/realistic_v1/t0/seed006_medium_workload_plan.json	0e0a1e6a9039462046ca92ea8704a67a904cae2d9360a667202bad37911f6598	domain0092,domain0384,domain0357,domain0354	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed006	train	heavy	seed006_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed006_heavy_workload_plan.json	8b7ca6174e7995635a04e402eaaef2eaa3d0b437170b047ba6bb23cea430979c	domain0466,domain0191,domain0046,domain0302,domain0065,domain0291	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed007	train	light	seed007_light	/home/etip/datasets/plans/realistic_v1/t0/seed007_light_workload_plan.json	8dbc409bde011cce2e79c10c8dde8f648676c3eeb7abc5424a83c2a4e0d5aada	domain0466,domain0273	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed007	train	medium	seed007_medium	/home/etip/datasets/plans/realistic_v1/t0/seed007_medium_workload_plan.json	5f8247e29e6c2886186b91d4aaaf7bf53d1b25ffad4c5882e690fdc9089b73d1	domain0257,domain0100,domain0327,domain0383	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed007	train	heavy	seed007_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed007_heavy_workload_plan.json	ffc5b542e807847938d19d66e702496439b3e45da4beb74b9a9a7f99846a393d	domain0027,domain0387,domain0170,domain0312,domain0172,domain0099	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed008	train	light	seed008_light	/home/etip/datasets/plans/realistic_v1/t0/seed008_light_workload_plan.json	fff0c9155dec3a9533b5ef457b2998f71fadaf377cc128984178f00f7b923ae1	domain0186,domain0208	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed008	train	medium	seed008_medium	/home/etip/datasets/plans/realistic_v1/t0/seed008_medium_workload_plan.json	42677d5da263923dee4831fff4eaaab94d6ad9fd4312c6bdd7e70e1eec7a1994	domain0374,domain0104,domain0054,domain0051	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed008	train	heavy	seed008_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed008_heavy_workload_plan.json	9ecff481b39f014f21602724e49f02c689fcc34a7dd0aa88ff23d6d5883bd343	domain0487,domain0044,domain0232,domain0390,domain0339,domain0137	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed009	train	light	seed009_light	/home/etip/datasets/plans/realistic_v1/t0/seed009_light_workload_plan.json	5154ecfeabefb332182b6eaebc37a41c4181ff92f19deb978759b7dd493ec6c2	domain0372,domain0417	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed009	train	medium	seed009_medium	/home/etip/datasets/plans/realistic_v1/t0/seed009_medium_workload_plan.json	029121d06bf93db62b656177f1d2bf3d7cc6198582f0b9feb7821a01880bea9c	domain0439,domain0217,domain0375,domain0351	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed009	train	heavy	seed009_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed009_heavy_workload_plan.json	4e208f28b91417d14acdc53a94a5e52458d58138f3ace84b33baea3fcee7529b	domain0295,domain0406,domain0471,domain0275,domain0065,domain0180	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed010	train	light	seed010_light	/home/etip/datasets/plans/realistic_v1/t0/seed010_light_workload_plan.json	11637e280cb8727069a59752f9e74f09d10c5995f463a20f7ed8ad4dc1388b07	domain0307,domain0490	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed010	train	medium	seed010_medium	/home/etip/datasets/plans/realistic_v1/t0/seed010_medium_workload_plan.json	c40ddc27da90ffd707b99f15c7fb58af2b6a8c72d06aeb1b83fd279d86ef0e19	domain0084,domain0029,domain0463,domain0307	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed010	train	heavy	seed010_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed010_heavy_workload_plan.json	7fd6e802891d7d0c66388d3919369be554fc82200c059ddfe16e8a271ea69281	domain0228,domain0263,domain0203,domain0315,domain0193,domain0418	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed011	train	light	seed011_light	/home/etip/datasets/plans/realistic_v1/t0/seed011_light_workload_plan.json	15b1fcfd74ceee595fbbae3f9f7e77884c2bc17f119b4e9663238c1d96d07bcb	domain0350,domain0263	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed011	train	medium	seed011_medium	/home/etip/datasets/plans/realistic_v1/t0/seed011_medium_workload_plan.json	4b3f0ea4a16c7e655e44e242adc237f07bda690155dd4ac172c37a1bcfa33e70	domain0251,domain0199,domain0465,domain0044	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed011	train	heavy	seed011_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed011_heavy_workload_plan.json	7f11099f51e94c30ff637c82bd4ebde7e88da5e22747b2bf5258b445416162e1	domain0131,domain0262,domain0488,domain0199,domain0053,domain0312	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed012	train	light	seed012_light	/home/etip/datasets/plans/realistic_v1/t0/seed012_light_workload_plan.json	549c969651b946052bfdf4846b9136c8e5192e85ae3663d3b2805c119084cf6e	domain0497,domain0289	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed012	train	medium	seed012_medium	/home/etip/datasets/plans/realistic_v1/t0/seed012_medium_workload_plan.json	fe76e268a0697d8353945814e012d0080e4cac36aabf152df6ec66d8ef7f89ed	domain0266,domain0177,domain0263,domain0328	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed012	train	heavy	seed012_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed012_heavy_workload_plan.json	95ba4cdff4104474bb1c735f16c8448364a5d622bbb1c4136a47dabafa642804	domain0282,domain0073,domain0387,domain0383,domain0493,domain0473	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed013	train	light	seed013_light	/home/etip/datasets/plans/realistic_v1/t0/seed013_light_workload_plan.json	93f87e261117c522b4687daffdc377ebf421126a4f332dff7feeaa06912ae7f5	domain0339,domain0363	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed013	train	medium	seed013_medium	/home/etip/datasets/plans/realistic_v1/t0/seed013_medium_workload_plan.json	e36604b16b52543914817dd4147a5eb2059dadfce6a373e62a0008265cab7896	domain0319,domain0291,domain0443,domain0104	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed013	train	heavy	seed013_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed013_heavy_workload_plan.json	e470dfdfb7d9fc6a0350e9d85f4cf54991739ddc68c11747978105cf7a1af621	domain0223,domain0047,domain0289,domain0086,domain0120,domain0500	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed014	train	light	seed014_light	/home/etip/datasets/plans/realistic_v1/t0/seed014_light_workload_plan.json	02f3e10ea3e3bd2655ae0dc084e7fd669c60865f66f1318181f32deb34a11c69	domain0289,domain0441	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed014	train	medium	seed014_medium	/home/etip/datasets/plans/realistic_v1/t0/seed014_medium_workload_plan.json	3cf86cbea7e75b6dfafbdb5e33e5b7e060a543a017636c83c41d0d3c77c0b02f	domain0026,domain0387,domain0060,domain0206	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed014	train	heavy	seed014_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed014_heavy_workload_plan.json	c2f01c386802f6d0619455087cada685c7da5c5304702bfade0380d4998c6036	domain0381,domain0086,domain0250,domain0368,domain0285,domain0384	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed015	train	light	seed015_light	/home/etip/datasets/plans/realistic_v1/t0/seed015_light_workload_plan.json	240f9fbe2bebebc2b9bbd84ba8f15c18e3984aea36bdb5c8a49fdf0eb381882a	domain0170,domain0328	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed015	train	medium	seed015_medium	/home/etip/datasets/plans/realistic_v1/t0/seed015_medium_workload_plan.json	356cc50a83e944d99f8a62a25f66e30a10f21c3a9721fb9e5414697c678fb5e4	domain0343,domain0094,domain0206,domain0192	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed015	train	heavy	seed015_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed015_heavy_workload_plan.json	64b18b2de2270388c5017c8cd6246b06f73ca85846ecbf884fdf30a74eab89c1	domain0233,domain0367,domain0176,domain0355,domain0283,domain0495	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed016	train	light	seed016_light	/home/etip/datasets/plans/realistic_v1/t0/seed016_light_workload_plan.json	4ebfe1abc1fde4e4358ddf5269fa8f701f263de0bb4307cdfdd807ccb8fb1d3b	domain0381,domain0203	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed016	train	medium	seed016_medium	/home/etip/datasets/plans/realistic_v1/t0/seed016_medium_workload_plan.json	9dc1c2b19db375b73a69e813b93cc8e65efa456961f2fb646dfeaee293dd7164	domain0440,domain0327,domain0145,domain0443	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed016	train	heavy	seed016_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed016_heavy_workload_plan.json	e1c9fe289b417c429e44aa9f2d13141d460b5bc4e12a463e3d6582eeb720f765	domain0397,domain0306,domain0293,domain0350,domain0010,domain0093	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed017	train	light	seed017_light	/home/etip/datasets/plans/realistic_v1/t0/seed017_light_workload_plan.json	cece0094e19e70f70b726bf1cc9e1741ff62c55a705d3b3aff3781c542268eb4	domain0047,domain0495	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed017	train	medium	seed017_medium	/home/etip/datasets/plans/realistic_v1/t0/seed017_medium_workload_plan.json	6d8380cc334e5e77c2cce2e64bf1260567c317499dd4243e87278dfa8e2da89c	domain0148,domain0205,domain0057,domain0008	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed017	train	heavy	seed017_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed017_heavy_workload_plan.json	495afe392429beee99f3435e91a05efc0e93ef154dc6e3de7addd47dc53bf54e	domain0054,domain0240,domain0101,domain0214,domain0143,domain0205	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed018	train	light	seed018_light	/home/etip/datasets/plans/realistic_v1/t0/seed018_light_workload_plan.json	e4d0ba65086f44dfd09d370d4d7c0879ac0efc9f40e9fad8419f55843555b345	domain0407,domain0168	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed018	train	medium	seed018_medium	/home/etip/datasets/plans/realistic_v1/t0/seed018_medium_workload_plan.json	3d2a1065576416b315f7ae5242c4b1918e832ef637a583348bd05cfa28fa2044	domain0078,domain0289,domain0446,domain0220	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed018	train	heavy	seed018_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed018_heavy_workload_plan.json	3e13b8c93383c2ab407a75c56c01722e471f0c477086a9827d2212f628e7ee34	domain0208,domain0051,domain0186,domain0488,domain0487,domain0387	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed019	train	light	seed019_light	/home/etip/datasets/plans/realistic_v1/t0/seed019_light_workload_plan.json	866b760e80439609b15ff805be2f640dc7935029e2c1c99d9df7c8055fcdcbdb	domain0291,domain0196	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed019	train	medium	seed019_medium	/home/etip/datasets/plans/realistic_v1/t0/seed019_medium_workload_plan.json	7cd998339b553aadc6a076d0f81f29a16c8381b72383c5fa57d68586ebdda0a1	domain0403,domain0067,domain0357,domain0193	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed019	train	heavy	seed019_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed019_heavy_workload_plan.json	fba66aca3a146f43e76e26f772d463cdc1790ef61c661438c76729442afc9ae4	domain0067,domain0473,domain0312,domain0358,domain0100,domain0057	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed020	train	light	seed020_light	/home/etip/datasets/plans/realistic_v1/t0/seed020_light_workload_plan.json	d4bfcb76dc32444ba090c0cb12962ce4dc73ae35575c94c42cb1a99620340b11	domain0177,domain0262	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed020	train	medium	seed020_medium	/home/etip/datasets/plans/realistic_v1/t0/seed020_medium_workload_plan.json	af84d48a3c2f70ae01fb8da7d11e522aca34c7ee18de55df50ccce5b9f67f0d9	domain0085,domain0240,domain0174,domain0477	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed020	train	heavy	seed020_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed020_heavy_workload_plan.json	b209f5cc35ee8bba9b3de418022aa8b860600f9e11df7feb46bc1224f466fcce	domain0252,domain0303,domain0350,domain0368,domain0042,domain0279	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed021	train	light	seed021_light	/home/etip/datasets/plans/realistic_v1/t0/seed021_light_workload_plan.json	1bc0b63189d1f29a46fded9a799a53f5231e5a0a82dc07cf9bae0a95e5b8e546	domain0120,domain0358	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed021	train	medium	seed021_medium	/home/etip/datasets/plans/realistic_v1/t0/seed021_medium_workload_plan.json	840818046aa7fe85fd85fe11c4104d080192c88facae9efd32719f18f403a03e	domain0064,domain0223,domain0161,domain0399	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed021	train	heavy	seed021_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed021_heavy_workload_plan.json	fec10a489ab021f27775c8189e9cbafa58c8bc0def8bf7c046d0545b81100b00	domain0299,domain0325,domain0152,domain0291,domain0107,domain0121	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed022	train	light	seed022_light	/home/etip/datasets/plans/realistic_v1/t0/seed022_light_workload_plan.json	805d8bc596992d4e1d33beba858108af8ab0f3cb019488e313a93b451dd7e981	domain0207,domain0262	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed022	train	medium	seed022_medium	/home/etip/datasets/plans/realistic_v1/t0/seed022_medium_workload_plan.json	248dc980b0d0435d5c754fb15b06f455adf9c6298eab662902be2b0ffcad7a3f	domain0426,domain0351,domain0390,domain0093	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed022	train	heavy	seed022_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed022_heavy_workload_plan.json	0f2935e53048514ed5b9a1c9e4d373156349c6c698c425309fef0976330e059b	domain0016,domain0433,domain0478,domain0138,domain0265,domain0403	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed023	train	light	seed023_light	/home/etip/datasets/plans/realistic_v1/t0/seed023_light_workload_plan.json	1bb7de6793ea587911055911465e7b6988dd7787b6f2eaef4f3a3f1794f4f893	domain0493,domain0284	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed023	train	medium	seed023_medium	/home/etip/datasets/plans/realistic_v1/t0/seed023_medium_workload_plan.json	8ef17beab5840f558dccbda3c4578cc47a1b71dcb921fa0ed1d6c6a487953fb2	domain0337,domain0168,domain0443,domain0380	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed023	train	heavy	seed023_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed023_heavy_workload_plan.json	37e19acf2a1e0a609d89ab20e63d2914e3ec8e660f6b4b2abade5e6896fbe6f1	domain0079,domain0229,domain0459,domain0154,domain0494,domain0492	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed024	train	light	seed024_light	/home/etip/datasets/plans/realistic_v1/t0/seed024_light_workload_plan.json	c0a73d168eaefd19f4556401e7b0259232c8b48d1b8e52b9f31473c6e13300c2	domain0292,domain0014	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed024	train	medium	seed024_medium	/home/etip/datasets/plans/realistic_v1/t0/seed024_medium_workload_plan.json	59584da7750dfbf2dd12056cc17235d25b191a91cfd9b755c6e9ee389a235caa	domain0053,domain0431,domain0460,domain0494	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed024	train	heavy	seed024_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed024_heavy_workload_plan.json	361f702c0f1bc1369d3927cc6e0558df77c6495ff1df5e55751f56ea66759e92	domain0302,domain0095,domain0289,domain0430,domain0169,domain0183	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed025	train	light	seed025_light	/home/etip/datasets/plans/realistic_v1/t0/seed025_light_workload_plan.json	9a3b349200b13b8acd6f166f18c1b6064567bc588741b51fbce6cc1d05b71011	domain0023,domain0093	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed025	train	medium	seed025_medium	/home/etip/datasets/plans/realistic_v1/t0/seed025_medium_workload_plan.json	bc06215f982e6e2887f716092e2e7b29b315ab16ad0af6b718a868d6b2f97f4d	domain0205,domain0203,domain0257,domain0313	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed025	train	heavy	seed025_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed025_heavy_workload_plan.json	159b110a4d7444ee6c44f33c190823e85604e30c6ae0dfd08f487d01421bf0f3	domain0123,domain0031,domain0352,domain0463,domain0171,domain0456	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed026	train	light	seed026_light	/home/etip/datasets/plans/realistic_v1/t0/seed026_light_workload_plan.json	4ec88be3684cc03a3a2a11aa65389a06948993e7489fedbccec5abc8d587f828	domain0292,domain0152	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed026	train	medium	seed026_medium	/home/etip/datasets/plans/realistic_v1/t0/seed026_medium_workload_plan.json	3e40ec3e32d62b959c99dadcaeec996688faa40ee8628355b213ca32974cf4c8	domain0008,domain0463,domain0176,domain0379	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed026	train	heavy	seed026_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed026_heavy_workload_plan.json	c8fca7e35f7ee580a27497d1d79228c776b5c46c682ab21a742446728d2a1099	domain0381,domain0363,domain0430,domain0328,domain0176,domain0203	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed027	train	light	seed027_light	/home/etip/datasets/plans/realistic_v1/t0/seed027_light_workload_plan.json	1145bd34b29881e878c34288e688264be2f22dbc36668ace287a4cbf159711b8	domain0193,domain0154	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed027	train	medium	seed027_medium	/home/etip/datasets/plans/realistic_v1/t0/seed027_medium_workload_plan.json	98d30201506b631fc1b2f2174b10959aa84eafd98db5ed4e2d2efdcfccd9a180	domain0129,domain0094,domain0337,domain0001	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed027	train	heavy	seed027_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed027_heavy_workload_plan.json	d286efcd67b7e5f1660679134a3ac67c4c7ea9fc0d7e7eebdca5e0bc6f333115	domain0174,domain0154,domain0306,domain0316,domain0008,domain0463	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed028	train	light	seed028_light	/home/etip/datasets/plans/realistic_v1/t0/seed028_light_workload_plan.json	8ad50d534e7f192b33ee98975d40b38327c74b13cde17cf8807f7d88e06fa0bb	domain0494,domain0086	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed028	train	medium	seed028_medium	/home/etip/datasets/plans/realistic_v1/t0/seed028_medium_workload_plan.json	b5fef5fd8a09cd6363448cbc7bf7b63d4124264fbd8d232574a8233622176acd	domain0308,domain0161,domain0378,domain0478	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
seed028	train	heavy	seed028_heavy	/home/etip/datasets/plans/realistic_v1/t0/seed028_heavy_workload_plan.json	8e5af03ef215dc2faafbb4301b18bef6b22120c9c6fcbf68e55c3e50a4b0e89d	domain0374,domain0487,domain0405,domain0460,domain0497,domain0355	train	151.0.7922.34	1.62.0	555e9e17c138e8f6dae42fe1f69fd10e1ea65b43
