domain_id	rank	domain	rank_bucket	source_list_id	source_sha256	syntax_eligible	reachability_eligible	main_http_status	main_commit_success	main_commit_latency_ms	warning_count	audit_timestamp
domain0094	280	nature.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4927	1	2026-08-27T07:56:42Z
domain0095	281	oxylabs.io	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	884	1	2026-08-27T07:57:04Z
domain0096	283	weibo.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	292	1	2026-08-27T07:57:04Z
domain0097	286	mozilla.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	5969	2	2026-08-27T07:57:04Z
domain0098	287	hp.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	5447	0	2026-08-27T07:57:04Z
domain0099	290	www.gov.uk	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1491	1	2026-08-27T07:57:26Z
domain0100	291	harvard.edu	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1397	1	2026-08-27T07:57:26Z
domain0101	292	debian.org	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2202	0	2026-08-27T07:57:26Z
domain0102	294	inmobi.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1636	1	2026-08-27T07:57:26Z
domain0103	300	weather.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1144	1	2026-08-27T07:57:49Z
domain0104	301	alibaba.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	193	1	2026-08-27T07:57:49Z
domain0105	302	dnsmadeeasy.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	898	1	2026-08-27T07:57:49Z
domain0106	303	mzstatic.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1472	1	2026-08-27T07:57:49Z
domain0107	305	avast.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4650	1	2026-08-27T07:58:01Z
domain0108	306	php.net	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4439	0	2026-08-27T07:58:01Z
domain0109	310	samsungcloud.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3520	1	2026-08-27T07:58:01Z
domain0110	312	appsflyer.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3671	1	2026-08-27T07:58:01Z
domain0111	314	triplinkintl.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3327	0	2026-08-27T07:58:16Z
domain0112	321	datadoghq.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2281	1	2026-08-27T07:58:46Z
domain0113	325	amazon.co.uk	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	202	true	3337	0	2026-08-27T07:58:46Z
domain0114	327	launchdarkly.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	690	1	2026-08-27T07:58:46Z
domain0115	329	name.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2135	1	2026-08-27T07:59:17Z
domain0116	330	aliyun.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	301	1	2026-08-27T07:59:17Z
domain0117	333	smartadserver.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4225	1	2026-08-27T07:59:17Z
domain0118	338	bilibili.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	422	0	2026-08-27T07:59:38Z
domain0119	339	cdc.gov	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	899	1	2026-08-27T07:59:38Z
domain0120	341	doubleverify.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1156	1	2026-08-27T07:59:38Z
domain0121	345	naver.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3405	1	2026-08-27T08:00:08Z
domain0122	351	att.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3501	1	2026-08-27T08:00:08Z
domain0123	352	slack.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1489	1	2026-08-27T08:00:08Z
domain0124	357	opendns.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2343	1	2026-08-27T08:00:38Z
domain0125	359	media.net	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4826	1	2026-08-27T08:00:38Z
domain0126	362	google.cn	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	680	0	2026-08-27T08:01:00Z
domain0127	363	stanford.edu	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1768	1	2026-08-27T08:01:00Z
domain0128	365	onelink.me	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4945	1	2026-08-27T08:01:00Z
domain0129	366	walmart.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2434	1	2026-08-27T08:01:00Z
domain0130	367	calendly.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2064	0	2026-08-27T08:01:00Z
domain0131	368	nvidia.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3206	0	2026-08-27T08:01:00Z
domain0132	369	quickconnect.to	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1237	0	2026-08-27T08:01:15Z
domain0133	370	mi.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	698	0	2026-08-27T08:01:15Z
domain0134	373	zendesk.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2276	1	2026-08-27T08:01:15Z
domain0135	376	ip-api.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	5845	0	2026-08-27T08:01:15Z
domain0136	377	plesk.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2539	1	2026-08-27T08:01:31Z
domain0137	379	amazon.de	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	202	true	1845	0	2026-08-27T08:01:31Z
domain0138	382	selectel.ru	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1445	0	2026-08-27T08:01:31Z
domain0139	383	newrelic.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1059	1	2026-08-27T08:01:31Z
domain0140	384	ezvizlife.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4144	1	2026-08-27T08:01:31Z
domain0141	386	live-video.net	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1081	0	2026-08-27T08:01:53Z
domain0142	387	amazontrust.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3380	0	2026-08-27T08:01:53Z
domain0143	389	tp-link.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3058	0	2026-08-27T08:01:53Z
domain0144	391	nasa.gov	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1198	1	2026-08-27T08:01:53Z
domain0145	392	yandex.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2546	1	2026-08-27T08:01:53Z
