schedule_id	sequence_id	quartet_index	mode_position	seed	seed_assignment_id	split	intensity	pair_group_id	plan_id	mode_order	plan_path	plan_sha256
formal_t0_v3_sample0020	20	4	4	seed002	train002	train	medium	seed002_medium	formal_t0_v3_seed002_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed002_medium_workload_plan.json	c564c0a86f603f36ecb436d952b189632a87fb26c44b6292706b187213765380
formal_t0_v3_sample0021	21	5	1	seed002	train002	train	heavy	seed002_heavy	formal_t0_v3_seed002_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed002_heavy_workload_plan.json	6b1ee05ee86b0007e07ee6b24aa0e20fa8af511b3f78d71a45bb2d4e35daa89b
formal_t0_v3_sample0022	22	5	2	seed002	train002	train	heavy	seed002_heavy	formal_t0_v3_seed002_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed002_heavy_workload_plan.json	6b1ee05ee86b0007e07ee6b24aa0e20fa8af511b3f78d71a45bb2d4e35daa89b
formal_t0_v3_sample0023	23	5	3	seed002	train002	train	heavy	seed002_heavy	formal_t0_v3_seed002_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed002_heavy_workload_plan.json	6b1ee05ee86b0007e07ee6b24aa0e20fa8af511b3f78d71a45bb2d4e35daa89b
formal_t0_v3_sample0024	24	5	4	seed002	train002	train	heavy	seed002_heavy	formal_t0_v3_seed002_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed002_heavy_workload_plan.json	6b1ee05ee86b0007e07ee6b24aa0e20fa8af511b3f78d71a45bb2d4e35daa89b
formal_t0_v3_sample0025	25	6	1	seed003	train003	train	light	seed003_light	formal_t0_v3_seed003_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed003_light_workload_plan.json	ebd1a8d481a35b40bf64e70c03cbe4806cb6f8ea987820d9f3ba6b547af0b903
formal_t0_v3_sample0026	26	6	2	seed003	train003	train	light	seed003_light	formal_t0_v3_seed003_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed003_light_workload_plan.json	ebd1a8d481a35b40bf64e70c03cbe4806cb6f8ea987820d9f3ba6b547af0b903
formal_t0_v3_sample0027	27	6	3	seed003	train003	train	light	seed003_light	formal_t0_v3_seed003_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed003_light_workload_plan.json	ebd1a8d481a35b40bf64e70c03cbe4806cb6f8ea987820d9f3ba6b547af0b903
formal_t0_v3_sample0028	28	6	4	seed003	train003	train	light	seed003_light	formal_t0_v3_seed003_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed003_light_workload_plan.json	ebd1a8d481a35b40bf64e70c03cbe4806cb6f8ea987820d9f3ba6b547af0b903
formal_t0_v3_sample0029	29	7	1	seed003	train003	train	medium	seed003_medium	formal_t0_v3_seed003_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed003_medium_workload_plan.json	273e57438899543acd14ba5d05ae3570b28b0b376221943a939981d516ed9df7
formal_t0_v3_sample0030	30	7	2	seed003	train003	train	medium	seed003_medium	formal_t0_v3_seed003_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed003_medium_workload_plan.json	273e57438899543acd14ba5d05ae3570b28b0b376221943a939981d516ed9df7
formal_t0_v3_sample0031	31	7	3	seed003	train003	train	medium	seed003_medium	formal_t0_v3_seed003_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed003_medium_workload_plan.json	273e57438899543acd14ba5d05ae3570b28b0b376221943a939981d516ed9df7
formal_t0_v3_sample0032	32	7	4	seed003	train003	train	medium	seed003_medium	formal_t0_v3_seed003_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed003_medium_workload_plan.json	273e57438899543acd14ba5d05ae3570b28b0b376221943a939981d516ed9df7
formal_t0_v3_sample0033	33	8	1	seed003	train003	train	heavy	seed003_heavy	formal_t0_v3_seed003_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed003_heavy_workload_plan.json	76731e973d92ee75ca73adeca3931609a4c55681b0d11d55aeae27250ec9e8b9
formal_t0_v3_sample0034	34	8	2	seed003	train003	train	heavy	seed003_heavy	formal_t0_v3_seed003_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed003_heavy_workload_plan.json	76731e973d92ee75ca73adeca3931609a4c55681b0d11d55aeae27250ec9e8b9
formal_t0_v3_sample0035	35	8	3	seed003	train003	train	heavy	seed003_heavy	formal_t0_v3_seed003_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed003_heavy_workload_plan.json	76731e973d92ee75ca73adeca3931609a4c55681b0d11d55aeae27250ec9e8b9
formal_t0_v3_sample0036	36	8	4	seed003	train003	train	heavy	seed003_heavy	formal_t0_v3_seed003_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed003_heavy_workload_plan.json	76731e973d92ee75ca73adeca3931609a4c55681b0d11d55aeae27250ec9e8b9
formal_t0_v3_sample0037	37	9	1	seed004	train004	train	light	seed004_light	formal_t0_v3_seed004_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed004_light_workload_plan.json	136747638051a640e9a9db5e0bc4fe9ab4266b375f67548e4e81a6488aa42659
formal_t0_v3_sample0038	38	9	2	seed004	train004	train	light	seed004_light	formal_t0_v3_seed004_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed004_light_workload_plan.json	136747638051a640e9a9db5e0bc4fe9ab4266b375f67548e4e81a6488aa42659
formal_t0_v3_sample0039	39	9	3	seed004	train004	train	light	seed004_light	formal_t0_v3_seed004_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed004_light_workload_plan.json	136747638051a640e9a9db5e0bc4fe9ab4266b375f67548e4e81a6488aa42659
formal_t0_v3_sample0040	40	9	4	seed004	train004	train	light	seed004_light	formal_t0_v3_seed004_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed004_light_workload_plan.json	136747638051a640e9a9db5e0bc4fe9ab4266b375f67548e4e81a6488aa42659
formal_t0_v3_sample0041	41	10	1	seed004	train004	train	medium	seed004_medium	formal_t0_v3_seed004_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed004_medium_workload_plan.json	c9c5394c97527a4ccb88e035dc8dee3f1a733dd7697e4f82f5133c277934315e
formal_t0_v3_sample0042	42	10	2	seed004	train004	train	medium	seed004_medium	formal_t0_v3_seed004_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed004_medium_workload_plan.json	c9c5394c97527a4ccb88e035dc8dee3f1a733dd7697e4f82f5133c277934315e
formal_t0_v3_sample0043	43	10	3	seed004	train004	train	medium	seed004_medium	formal_t0_v3_seed004_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed004_medium_workload_plan.json	c9c5394c97527a4ccb88e035dc8dee3f1a733dd7697e4f82f5133c277934315e
formal_t0_v3_sample0044	44	10	4	seed004	train004	train	medium	seed004_medium	formal_t0_v3_seed004_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed004_medium_workload_plan.json	c9c5394c97527a4ccb88e035dc8dee3f1a733dd7697e4f82f5133c277934315e
formal_t0_v3_sample0045	45	11	1	seed004	train004	train	heavy	seed004_heavy	formal_t0_v3_seed004_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed004_heavy_workload_plan.json	938f1904daa13a173d5446ba6c7083b6db3021d114443a7a03eb36d3383ef38c
formal_t0_v3_sample0046	46	11	2	seed004	train004	train	heavy	seed004_heavy	formal_t0_v3_seed004_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed004_heavy_workload_plan.json	938f1904daa13a173d5446ba6c7083b6db3021d114443a7a03eb36d3383ef38c
formal_t0_v3_sample0047	47	11	3	seed004	train004	train	heavy	seed004_heavy	formal_t0_v3_seed004_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed004_heavy_workload_plan.json	938f1904daa13a173d5446ba6c7083b6db3021d114443a7a03eb36d3383ef38c
formal_t0_v3_sample0048	48	11	4	seed004	train004	train	heavy	seed004_heavy	formal_t0_v3_seed004_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed004_heavy_workload_plan.json	938f1904daa13a173d5446ba6c7083b6db3021d114443a7a03eb36d3383ef38c
formal_t0_v3_sample0049	49	12	1	seed005	train005	train	light	seed005_light	formal_t0_v3_seed005_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_light_workload_plan.json	a1617571d0fdac2b555ba476a0f5d9ed75551da07b432691d7ab84a8492bd716
formal_t0_v3_sample0050	50	12	2	seed005	train005	train	light	seed005_light	formal_t0_v3_seed005_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_light_workload_plan.json	a1617571d0fdac2b555ba476a0f5d9ed75551da07b432691d7ab84a8492bd716
formal_t0_v3_sample0051	51	12	3	seed005	train005	train	light	seed005_light	formal_t0_v3_seed005_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_light_workload_plan.json	a1617571d0fdac2b555ba476a0f5d9ed75551da07b432691d7ab84a8492bd716
formal_t0_v3_sample0052	52	12	4	seed005	train005	train	light	seed005_light	formal_t0_v3_seed005_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_light_workload_plan.json	a1617571d0fdac2b555ba476a0f5d9ed75551da07b432691d7ab84a8492bd716
formal_t0_v3_sample0053	53	13	1	seed005	train005	train	medium	seed005_medium	formal_t0_v3_seed005_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_medium_workload_plan.json	790c9af7b0a897b71d6601a2067431f2f8f61fba539c19f230310374451dca1a
formal_t0_v3_sample0054	54	13	2	seed005	train005	train	medium	seed005_medium	formal_t0_v3_seed005_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_medium_workload_plan.json	790c9af7b0a897b71d6601a2067431f2f8f61fba539c19f230310374451dca1a
formal_t0_v3_sample0055	55	13	3	seed005	train005	train	medium	seed005_medium	formal_t0_v3_seed005_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_medium_workload_plan.json	790c9af7b0a897b71d6601a2067431f2f8f61fba539c19f230310374451dca1a
formal_t0_v3_sample0056	56	13	4	seed005	train005	train	medium	seed005_medium	formal_t0_v3_seed005_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_medium_workload_plan.json	790c9af7b0a897b71d6601a2067431f2f8f61fba539c19f230310374451dca1a
formal_t0_v3_sample0057	57	14	1	seed005	train005	train	heavy	seed005_heavy	formal_t0_v3_seed005_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_heavy_workload_plan.json	6bb9bc4306bc409a91ace55f53d772efdf8f56b5cf40ab67a94443f20c68d3e5
formal_t0_v3_sample0058	58	14	2	seed005	train005	train	heavy	seed005_heavy	formal_t0_v3_seed005_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_heavy_workload_plan.json	6bb9bc4306bc409a91ace55f53d772efdf8f56b5cf40ab67a94443f20c68d3e5
formal_t0_v3_sample0059	59	14	3	seed005	train005	train	heavy	seed005_heavy	formal_t0_v3_seed005_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_heavy_workload_plan.json	6bb9bc4306bc409a91ace55f53d772efdf8f56b5cf40ab67a94443f20c68d3e5
formal_t0_v3_sample0060	60	14	4	seed005	train005	train	heavy	seed005_heavy	formal_t0_v3_seed005_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_heavy_workload_plan.json	6bb9bc4306bc409a91ace55f53d772efdf8f56b5cf40ab67a94443f20c68d3e5
formal_t0_v3_sample0061	61	15	1	seed006	train006	train	light	seed006_light	formal_t0_v3_seed006_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_light_workload_plan.json	b5dc15c81320ea76e625354ad644ffc784411aa58714d06b846f1441b89e0f01
formal_t0_v3_sample0062	62	15	2	seed006	train006	train	light	seed006_light	formal_t0_v3_seed006_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_light_workload_plan.json	b5dc15c81320ea76e625354ad644ffc784411aa58714d06b846f1441b89e0f01
formal_t0_v3_sample0063	63	15	3	seed006	train006	train	light	seed006_light	formal_t0_v3_seed006_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_light_workload_plan.json	b5dc15c81320ea76e625354ad644ffc784411aa58714d06b846f1441b89e0f01
formal_t0_v3_sample0064	64	15	4	seed006	train006	train	light	seed006_light	formal_t0_v3_seed006_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_light_workload_plan.json	b5dc15c81320ea76e625354ad644ffc784411aa58714d06b846f1441b89e0f01
formal_t0_v3_sample0065	65	16	1	seed006	train006	train	medium	seed006_medium	formal_t0_v3_seed006_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_medium_workload_plan.json	4345fc90a9772c9e6052eb6689ebe595f9ecc935738f119606fdf3dfbaa84773
formal_t0_v3_sample0066	66	16	2	seed006	train006	train	medium	seed006_medium	formal_t0_v3_seed006_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_medium_workload_plan.json	4345fc90a9772c9e6052eb6689ebe595f9ecc935738f119606fdf3dfbaa84773
formal_t0_v3_sample0067	67	16	3	seed006	train006	train	medium	seed006_medium	formal_t0_v3_seed006_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_medium_workload_plan.json	4345fc90a9772c9e6052eb6689ebe595f9ecc935738f119606fdf3dfbaa84773
formal_t0_v3_sample0068	68	16	4	seed006	train006	train	medium	seed006_medium	formal_t0_v3_seed006_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_medium_workload_plan.json	4345fc90a9772c9e6052eb6689ebe595f9ecc935738f119606fdf3dfbaa84773
formal_t0_v3_sample0069	69	17	1	seed006	train006	train	heavy	seed006_heavy	formal_t0_v3_seed006_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_heavy_workload_plan.json	1cbbd9c18b04202450aee12e48f50e3fef00bfad404dbd1de3db13aa7d11a6bc
formal_t0_v3_sample0070	70	17	2	seed006	train006	train	heavy	seed006_heavy	formal_t0_v3_seed006_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_heavy_workload_plan.json	1cbbd9c18b04202450aee12e48f50e3fef00bfad404dbd1de3db13aa7d11a6bc
formal_t0_v3_sample0071	71	17	3	seed006	train006	train	heavy	seed006_heavy	formal_t0_v3_seed006_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_heavy_workload_plan.json	1cbbd9c18b04202450aee12e48f50e3fef00bfad404dbd1de3db13aa7d11a6bc
formal_t0_v3_sample0072	72	17	4	seed006	train006	train	heavy	seed006_heavy	formal_t0_v3_seed006_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_heavy_workload_plan.json	1cbbd9c18b04202450aee12e48f50e3fef00bfad404dbd1de3db13aa7d11a6bc
formal_t0_v3_sample0073	73	18	1	seed007	train007	train	light	seed007_light	formal_t0_v3_seed007_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_light_workload_plan.json	073aa7426669db6936835d0b35cae30afef063b7a6810bc3e0fd2ab23bff08e4
formal_t0_v3_sample0074	74	18	2	seed007	train007	train	light	seed007_light	formal_t0_v3_seed007_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_light_workload_plan.json	073aa7426669db6936835d0b35cae30afef063b7a6810bc3e0fd2ab23bff08e4
formal_t0_v3_sample0075	75	18	3	seed007	train007	train	light	seed007_light	formal_t0_v3_seed007_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_light_workload_plan.json	073aa7426669db6936835d0b35cae30afef063b7a6810bc3e0fd2ab23bff08e4
formal_t0_v3_sample0076	76	18	4	seed007	train007	train	light	seed007_light	formal_t0_v3_seed007_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_light_workload_plan.json	073aa7426669db6936835d0b35cae30afef063b7a6810bc3e0fd2ab23bff08e4
formal_t0_v3_sample0077	77	19	1	seed007	train007	train	medium	seed007_medium	formal_t0_v3_seed007_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_medium_workload_plan.json	7565baa71aafd3f14cc246468f72e46ac43bea14491057051dbd8029a8679c30
formal_t0_v3_sample0078	78	19	2	seed007	train007	train	medium	seed007_medium	formal_t0_v3_seed007_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_medium_workload_plan.json	7565baa71aafd3f14cc246468f72e46ac43bea14491057051dbd8029a8679c30
formal_t0_v3_sample0079	79	19	3	seed007	train007	train	medium	seed007_medium	formal_t0_v3_seed007_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_medium_workload_plan.json	7565baa71aafd3f14cc246468f72e46ac43bea14491057051dbd8029a8679c30
formal_t0_v3_sample0080	80	19	4	seed007	train007	train	medium	seed007_medium	formal_t0_v3_seed007_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_medium_workload_plan.json	7565baa71aafd3f14cc246468f72e46ac43bea14491057051dbd8029a8679c30
formal_t0_v3_sample0081	81	20	1	seed007	train007	train	heavy	seed007_heavy	formal_t0_v3_seed007_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_heavy_workload_plan.json	ab9252fa23d3314e8eb8dd22a1a692947f4be746b5936057bfd66db722dd438c
formal_t0_v3_sample0082	82	20	2	seed007	train007	train	heavy	seed007_heavy	formal_t0_v3_seed007_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_heavy_workload_plan.json	ab9252fa23d3314e8eb8dd22a1a692947f4be746b5936057bfd66db722dd438c
formal_t0_v3_sample0083	83	20	3	seed007	train007	train	heavy	seed007_heavy	formal_t0_v3_seed007_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_heavy_workload_plan.json	ab9252fa23d3314e8eb8dd22a1a692947f4be746b5936057bfd66db722dd438c
formal_t0_v3_sample0084	84	20	4	seed007	train007	train	heavy	seed007_heavy	formal_t0_v3_seed007_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_heavy_workload_plan.json	ab9252fa23d3314e8eb8dd22a1a692947f4be746b5936057bfd66db722dd438c
formal_t0_v3_sample0085	85	21	1	seed008	train008	train	light	seed008_light	formal_t0_v3_seed008_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed008_light_workload_plan.json	44885336657f092f03af06e7cbf53e52ee0400e720e7d9943195a3cf9bfa037e
formal_t0_v3_sample0086	86	21	2	seed008	train008	train	light	seed008_light	formal_t0_v3_seed008_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed008_light_workload_plan.json	44885336657f092f03af06e7cbf53e52ee0400e720e7d9943195a3cf9bfa037e
formal_t0_v3_sample0087	87	21	3	seed008	train008	train	light	seed008_light	formal_t0_v3_seed008_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed008_light_workload_plan.json	44885336657f092f03af06e7cbf53e52ee0400e720e7d9943195a3cf9bfa037e
formal_t0_v3_sample0088	88	21	4	seed008	train008	train	light	seed008_light	formal_t0_v3_seed008_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed008_light_workload_plan.json	44885336657f092f03af06e7cbf53e52ee0400e720e7d9943195a3cf9bfa037e
formal_t0_v3_sample0089	89	22	1	seed008	train008	train	medium	seed008_medium	formal_t0_v3_seed008_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed008_medium_workload_plan.json	7528a9bec6bcadb5d6e62eb9119808e1cfea53b278ad1b5695e3a134e8586c67
formal_t0_v3_sample0090	90	22	2	seed008	train008	train	medium	seed008_medium	formal_t0_v3_seed008_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed008_medium_workload_plan.json	7528a9bec6bcadb5d6e62eb9119808e1cfea53b278ad1b5695e3a134e8586c67
formal_t0_v3_sample0091	91	22	3	seed008	train008	train	medium	seed008_medium	formal_t0_v3_seed008_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed008_medium_workload_plan.json	7528a9bec6bcadb5d6e62eb9119808e1cfea53b278ad1b5695e3a134e8586c67
formal_t0_v3_sample0092	92	22	4	seed008	train008	train	medium	seed008_medium	formal_t0_v3_seed008_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed008_medium_workload_plan.json	7528a9bec6bcadb5d6e62eb9119808e1cfea53b278ad1b5695e3a134e8586c67
formal_t0_v3_sample0093	93	23	1	seed008	train008	train	heavy	seed008_heavy	formal_t0_v3_seed008_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed008_heavy_workload_plan.json	dbf385e5274aaa67bbfad49e88cc226944a5bef6a66f0956d3093bad10ff41a9
formal_t0_v3_sample0094	94	23	2	seed008	train008	train	heavy	seed008_heavy	formal_t0_v3_seed008_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed008_heavy_workload_plan.json	dbf385e5274aaa67bbfad49e88cc226944a5bef6a66f0956d3093bad10ff41a9
formal_t0_v3_sample0095	95	23	3	seed008	train008	train	heavy	seed008_heavy	formal_t0_v3_seed008_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed008_heavy_workload_plan.json	dbf385e5274aaa67bbfad49e88cc226944a5bef6a66f0956d3093bad10ff41a9
