schedule_id	sequence_id	quartet_index	mode_position	seed	seed_assignment_id	split	intensity	pair_group_id	plan_id	mode_order	plan_path	plan_sha256
formal_t0_v3_sample0027	27	6	3	seed003	train003	train	light	seed003_light	formal_t0_v3_seed003_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed003_light_workload_plan.json	e1afd8c1b4987e5b4090ac4a487b13cd6fe98f6dfd7e2c2ef7d956bec5d3d49e
formal_t0_v3_sample0028	28	6	4	seed003	train003	train	light	seed003_light	formal_t0_v3_seed003_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed003_light_workload_plan.json	e1afd8c1b4987e5b4090ac4a487b13cd6fe98f6dfd7e2c2ef7d956bec5d3d49e
formal_t0_v3_sample0029	29	7	1	seed003	train003	train	medium	seed003_medium	formal_t0_v3_seed003_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed003_medium_workload_plan.json	532b0da112e3277af88b1937d4e63ce361f28468580387f7ae5534523b2d6368
formal_t0_v3_sample0030	30	7	2	seed003	train003	train	medium	seed003_medium	formal_t0_v3_seed003_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed003_medium_workload_plan.json	532b0da112e3277af88b1937d4e63ce361f28468580387f7ae5534523b2d6368
formal_t0_v3_sample0031	31	7	3	seed003	train003	train	medium	seed003_medium	formal_t0_v3_seed003_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed003_medium_workload_plan.json	532b0da112e3277af88b1937d4e63ce361f28468580387f7ae5534523b2d6368
formal_t0_v3_sample0032	32	7	4	seed003	train003	train	medium	seed003_medium	formal_t0_v3_seed003_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed003_medium_workload_plan.json	532b0da112e3277af88b1937d4e63ce361f28468580387f7ae5534523b2d6368
formal_t0_v3_sample0033	33	8	1	seed003	train003	train	heavy	seed003_heavy	formal_t0_v3_seed003_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed003_heavy_workload_plan.json	d5d933afe12eb94613ac25409153a1424b904e0df531de6ce2c4f97b67e76c79
formal_t0_v3_sample0034	34	8	2	seed003	train003	train	heavy	seed003_heavy	formal_t0_v3_seed003_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed003_heavy_workload_plan.json	d5d933afe12eb94613ac25409153a1424b904e0df531de6ce2c4f97b67e76c79
formal_t0_v3_sample0035	35	8	3	seed003	train003	train	heavy	seed003_heavy	formal_t0_v3_seed003_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed003_heavy_workload_plan.json	d5d933afe12eb94613ac25409153a1424b904e0df531de6ce2c4f97b67e76c79
formal_t0_v3_sample0036	36	8	4	seed003	train003	train	heavy	seed003_heavy	formal_t0_v3_seed003_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed003_heavy_workload_plan.json	d5d933afe12eb94613ac25409153a1424b904e0df531de6ce2c4f97b67e76c79
formal_t0_v3_sample0037	37	9	1	seed004	train004	train	light	seed004_light	formal_t0_v3_seed004_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed004_light_workload_plan.json	cc3b4e5d480a4a57b80eb440b8a8a6da80f745aa0996cd0bcc7668c8364f0644
formal_t0_v3_sample0038	38	9	2	seed004	train004	train	light	seed004_light	formal_t0_v3_seed004_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed004_light_workload_plan.json	cc3b4e5d480a4a57b80eb440b8a8a6da80f745aa0996cd0bcc7668c8364f0644
formal_t0_v3_sample0039	39	9	3	seed004	train004	train	light	seed004_light	formal_t0_v3_seed004_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed004_light_workload_plan.json	cc3b4e5d480a4a57b80eb440b8a8a6da80f745aa0996cd0bcc7668c8364f0644
formal_t0_v3_sample0040	40	9	4	seed004	train004	train	light	seed004_light	formal_t0_v3_seed004_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed004_light_workload_plan.json	cc3b4e5d480a4a57b80eb440b8a8a6da80f745aa0996cd0bcc7668c8364f0644
formal_t0_v3_sample0041	41	10	1	seed004	train004	train	medium	seed004_medium	formal_t0_v3_seed004_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed004_medium_workload_plan.json	77674e2d2f0fe552abf0ed0f60d00da9abdf3eb1a70eca2bd828bd67a632930e
formal_t0_v3_sample0042	42	10	2	seed004	train004	train	medium	seed004_medium	formal_t0_v3_seed004_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed004_medium_workload_plan.json	77674e2d2f0fe552abf0ed0f60d00da9abdf3eb1a70eca2bd828bd67a632930e
formal_t0_v3_sample0043	43	10	3	seed004	train004	train	medium	seed004_medium	formal_t0_v3_seed004_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed004_medium_workload_plan.json	77674e2d2f0fe552abf0ed0f60d00da9abdf3eb1a70eca2bd828bd67a632930e
formal_t0_v3_sample0044	44	10	4	seed004	train004	train	medium	seed004_medium	formal_t0_v3_seed004_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed004_medium_workload_plan.json	77674e2d2f0fe552abf0ed0f60d00da9abdf3eb1a70eca2bd828bd67a632930e
formal_t0_v3_sample0045	45	11	1	seed004	train004	train	heavy	seed004_heavy	formal_t0_v3_seed004_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed004_heavy_workload_plan.json	72a069ec92151061f560a20fbe1d275317d274248e48a14403f700a98cef9056
formal_t0_v3_sample0046	46	11	2	seed004	train004	train	heavy	seed004_heavy	formal_t0_v3_seed004_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed004_heavy_workload_plan.json	72a069ec92151061f560a20fbe1d275317d274248e48a14403f700a98cef9056
formal_t0_v3_sample0047	47	11	3	seed004	train004	train	heavy	seed004_heavy	formal_t0_v3_seed004_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed004_heavy_workload_plan.json	72a069ec92151061f560a20fbe1d275317d274248e48a14403f700a98cef9056
formal_t0_v3_sample0048	48	11	4	seed004	train004	train	heavy	seed004_heavy	formal_t0_v3_seed004_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed004_heavy_workload_plan.json	72a069ec92151061f560a20fbe1d275317d274248e48a14403f700a98cef9056
formal_t0_v3_sample0049	49	12	1	seed005	train005	train	light	seed005_light	formal_t0_v3_seed005_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed005_light_workload_plan.json	5c5c00dada166e3fe18d98edc9be5ca700c867db16562c4fcd5e49bb4d2eae3b
formal_t0_v3_sample0050	50	12	2	seed005	train005	train	light	seed005_light	formal_t0_v3_seed005_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed005_light_workload_plan.json	5c5c00dada166e3fe18d98edc9be5ca700c867db16562c4fcd5e49bb4d2eae3b
formal_t0_v3_sample0051	51	12	3	seed005	train005	train	light	seed005_light	formal_t0_v3_seed005_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed005_light_workload_plan.json	5c5c00dada166e3fe18d98edc9be5ca700c867db16562c4fcd5e49bb4d2eae3b
formal_t0_v3_sample0052	52	12	4	seed005	train005	train	light	seed005_light	formal_t0_v3_seed005_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed005_light_workload_plan.json	5c5c00dada166e3fe18d98edc9be5ca700c867db16562c4fcd5e49bb4d2eae3b
formal_t0_v3_sample0053	53	13	1	seed005	train005	train	medium	seed005_medium	formal_t0_v3_seed005_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed005_medium_workload_plan.json	f6384da35ceca0d628b2251e69a62470dfb35c182359f3d58d817ce0274ab06c
formal_t0_v3_sample0054	54	13	2	seed005	train005	train	medium	seed005_medium	formal_t0_v3_seed005_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed005_medium_workload_plan.json	f6384da35ceca0d628b2251e69a62470dfb35c182359f3d58d817ce0274ab06c
formal_t0_v3_sample0055	55	13	3	seed005	train005	train	medium	seed005_medium	formal_t0_v3_seed005_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed005_medium_workload_plan.json	f6384da35ceca0d628b2251e69a62470dfb35c182359f3d58d817ce0274ab06c
formal_t0_v3_sample0056	56	13	4	seed005	train005	train	medium	seed005_medium	formal_t0_v3_seed005_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed005_medium_workload_plan.json	f6384da35ceca0d628b2251e69a62470dfb35c182359f3d58d817ce0274ab06c
formal_t0_v3_sample0057	57	14	1	seed005	train005	train	heavy	seed005_heavy	formal_t0_v3_seed005_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed005_heavy_workload_plan.json	f94872fa95306ce2876ace293b97484ff053f92ed73d483fb12a280a9820159e
formal_t0_v3_sample0058	58	14	2	seed005	train005	train	heavy	seed005_heavy	formal_t0_v3_seed005_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed005_heavy_workload_plan.json	f94872fa95306ce2876ace293b97484ff053f92ed73d483fb12a280a9820159e
formal_t0_v3_sample0059	59	14	3	seed005	train005	train	heavy	seed005_heavy	formal_t0_v3_seed005_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed005_heavy_workload_plan.json	f94872fa95306ce2876ace293b97484ff053f92ed73d483fb12a280a9820159e
formal_t0_v3_sample0060	60	14	4	seed005	train005	train	heavy	seed005_heavy	formal_t0_v3_seed005_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed005_heavy_workload_plan.json	f94872fa95306ce2876ace293b97484ff053f92ed73d483fb12a280a9820159e
formal_t0_v3_sample0061	61	15	1	seed006	train006	train	light	seed006_light	formal_t0_v3_seed006_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_light_workload_plan.json	eb07b7686e88d6657ed80910ce24b80c98993253dca54e89e38c8a8b1a6304aa
formal_t0_v3_sample0062	62	15	2	seed006	train006	train	light	seed006_light	formal_t0_v3_seed006_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_light_workload_plan.json	eb07b7686e88d6657ed80910ce24b80c98993253dca54e89e38c8a8b1a6304aa
formal_t0_v3_sample0063	63	15	3	seed006	train006	train	light	seed006_light	formal_t0_v3_seed006_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_light_workload_plan.json	eb07b7686e88d6657ed80910ce24b80c98993253dca54e89e38c8a8b1a6304aa
formal_t0_v3_sample0064	64	15	4	seed006	train006	train	light	seed006_light	formal_t0_v3_seed006_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_light_workload_plan.json	eb07b7686e88d6657ed80910ce24b80c98993253dca54e89e38c8a8b1a6304aa
formal_t0_v3_sample0065	65	16	1	seed006	train006	train	medium	seed006_medium	formal_t0_v3_seed006_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_medium_workload_plan.json	a55acdc66c048c1449a8af2755a973b99caf98599eb0d13e0275df88d8c3f4db
formal_t0_v3_sample0066	66	16	2	seed006	train006	train	medium	seed006_medium	formal_t0_v3_seed006_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_medium_workload_plan.json	a55acdc66c048c1449a8af2755a973b99caf98599eb0d13e0275df88d8c3f4db
formal_t0_v3_sample0067	67	16	3	seed006	train006	train	medium	seed006_medium	formal_t0_v3_seed006_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_medium_workload_plan.json	a55acdc66c048c1449a8af2755a973b99caf98599eb0d13e0275df88d8c3f4db
formal_t0_v3_sample0068	68	16	4	seed006	train006	train	medium	seed006_medium	formal_t0_v3_seed006_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_medium_workload_plan.json	a55acdc66c048c1449a8af2755a973b99caf98599eb0d13e0275df88d8c3f4db
formal_t0_v3_sample0069	69	17	1	seed006	train006	train	heavy	seed006_heavy	formal_t0_v3_seed006_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_heavy_workload_plan.json	bfc767d43a3c0a5efef737d4e03f4ccfb85e2feb864dec20c6697796b0f4d6e6
formal_t0_v3_sample0070	70	17	2	seed006	train006	train	heavy	seed006_heavy	formal_t0_v3_seed006_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_heavy_workload_plan.json	bfc767d43a3c0a5efef737d4e03f4ccfb85e2feb864dec20c6697796b0f4d6e6
formal_t0_v3_sample0071	71	17	3	seed006	train006	train	heavy	seed006_heavy	formal_t0_v3_seed006_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_heavy_workload_plan.json	bfc767d43a3c0a5efef737d4e03f4ccfb85e2feb864dec20c6697796b0f4d6e6
formal_t0_v3_sample0072	72	17	4	seed006	train006	train	heavy	seed006_heavy	formal_t0_v3_seed006_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_heavy_workload_plan.json	bfc767d43a3c0a5efef737d4e03f4ccfb85e2feb864dec20c6697796b0f4d6e6
formal_t0_v3_sample0073	73	18	1	seed007	train007	train	light	seed007_light	formal_t0_v3_seed007_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_light_workload_plan.json	8c2728489e63af54f88c32d011cb6e5189cceef0af61687e94779b6ddabc5f38
formal_t0_v3_sample0074	74	18	2	seed007	train007	train	light	seed007_light	formal_t0_v3_seed007_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_light_workload_plan.json	8c2728489e63af54f88c32d011cb6e5189cceef0af61687e94779b6ddabc5f38
formal_t0_v3_sample0075	75	18	3	seed007	train007	train	light	seed007_light	formal_t0_v3_seed007_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_light_workload_plan.json	8c2728489e63af54f88c32d011cb6e5189cceef0af61687e94779b6ddabc5f38
formal_t0_v3_sample0076	76	18	4	seed007	train007	train	light	seed007_light	formal_t0_v3_seed007_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_light_workload_plan.json	8c2728489e63af54f88c32d011cb6e5189cceef0af61687e94779b6ddabc5f38
formal_t0_v3_sample0077	77	19	1	seed007	train007	train	medium	seed007_medium	formal_t0_v3_seed007_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_medium_workload_plan.json	be9aecebb474dc4b77977071125be49b75943699e58c2ec0d324b87447fee357
formal_t0_v3_sample0078	78	19	2	seed007	train007	train	medium	seed007_medium	formal_t0_v3_seed007_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_medium_workload_plan.json	be9aecebb474dc4b77977071125be49b75943699e58c2ec0d324b87447fee357
formal_t0_v3_sample0079	79	19	3	seed007	train007	train	medium	seed007_medium	formal_t0_v3_seed007_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_medium_workload_plan.json	be9aecebb474dc4b77977071125be49b75943699e58c2ec0d324b87447fee357
formal_t0_v3_sample0080	80	19	4	seed007	train007	train	medium	seed007_medium	formal_t0_v3_seed007_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_medium_workload_plan.json	be9aecebb474dc4b77977071125be49b75943699e58c2ec0d324b87447fee357
formal_t0_v3_sample0081	81	20	1	seed007	train007	train	heavy	seed007_heavy	formal_t0_v3_seed007_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_heavy_workload_plan.json	adec76bd4bb88ca9e3468247a86244d53c091f478eaafe5557d90365e72bf8ad
formal_t0_v3_sample0082	82	20	2	seed007	train007	train	heavy	seed007_heavy	formal_t0_v3_seed007_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_heavy_workload_plan.json	adec76bd4bb88ca9e3468247a86244d53c091f478eaafe5557d90365e72bf8ad
formal_t0_v3_sample0083	83	20	3	seed007	train007	train	heavy	seed007_heavy	formal_t0_v3_seed007_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_heavy_workload_plan.json	adec76bd4bb88ca9e3468247a86244d53c091f478eaafe5557d90365e72bf8ad
formal_t0_v3_sample0084	84	20	4	seed007	train007	train	heavy	seed007_heavy	formal_t0_v3_seed007_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_heavy_workload_plan.json	adec76bd4bb88ca9e3468247a86244d53c091f478eaafe5557d90365e72bf8ad
formal_t0_v3_sample0085	85	21	1	seed008	train008	train	light	seed008_light	formal_t0_v3_seed008_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed008_light_workload_plan.json	22618491df64581c799db1d395fe92f2a9d9fe8889257afa3cb8a7ef81e5440d
formal_t0_v3_sample0086	86	21	2	seed008	train008	train	light	seed008_light	formal_t0_v3_seed008_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed008_light_workload_plan.json	22618491df64581c799db1d395fe92f2a9d9fe8889257afa3cb8a7ef81e5440d
formal_t0_v3_sample0087	87	21	3	seed008	train008	train	light	seed008_light	formal_t0_v3_seed008_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed008_light_workload_plan.json	22618491df64581c799db1d395fe92f2a9d9fe8889257afa3cb8a7ef81e5440d
formal_t0_v3_sample0088	88	21	4	seed008	train008	train	light	seed008_light	formal_t0_v3_seed008_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed008_light_workload_plan.json	22618491df64581c799db1d395fe92f2a9d9fe8889257afa3cb8a7ef81e5440d
formal_t0_v3_sample0089	89	22	1	seed008	train008	train	medium	seed008_medium	formal_t0_v3_seed008_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed008_medium_workload_plan.json	4e854346d91d58aaf444d618383a7a7f8c46975be387101fc74948ed653fdfb9
formal_t0_v3_sample0090	90	22	2	seed008	train008	train	medium	seed008_medium	formal_t0_v3_seed008_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed008_medium_workload_plan.json	4e854346d91d58aaf444d618383a7a7f8c46975be387101fc74948ed653fdfb9
formal_t0_v3_sample0091	91	22	3	seed008	train008	train	medium	seed008_medium	formal_t0_v3_seed008_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed008_medium_workload_plan.json	4e854346d91d58aaf444d618383a7a7f8c46975be387101fc74948ed653fdfb9
formal_t0_v3_sample0092	92	22	4	seed008	train008	train	medium	seed008_medium	formal_t0_v3_seed008_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed008_medium_workload_plan.json	4e854346d91d58aaf444d618383a7a7f8c46975be387101fc74948ed653fdfb9
formal_t0_v3_sample0093	93	23	1	seed008	train008	train	heavy	seed008_heavy	formal_t0_v3_seed008_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed008_heavy_workload_plan.json	20b86ef56f23772d767643b7ff27d9f894943dd2b64f8aef5357dee5fba293d8
formal_t0_v3_sample0094	94	23	2	seed008	train008	train	heavy	seed008_heavy	formal_t0_v3_seed008_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed008_heavy_workload_plan.json	20b86ef56f23772d767643b7ff27d9f894943dd2b64f8aef5357dee5fba293d8
formal_t0_v3_sample0095	95	23	3	seed008	train008	train	heavy	seed008_heavy	formal_t0_v3_seed008_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed008_heavy_workload_plan.json	20b86ef56f23772d767643b7ff27d9f894943dd2b64f8aef5357dee5fba293d8
