domain_id	rank	domain	https_url	rank_bucket	split	split_key_sha256	split_seed	source_list_id	source_sha256	final_pool_sha256
domain0358	1019	kontur.ru	https://kontur.ru/	rank_1001_100000	train	0730fdbfc74c4d6d5bb7290771fc1862f5a9967607604b78b7385ef248d76788	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0475	100059	synonyms.com	https://synonyms.com/	rank_100001_1000000	train	079548cf17810a3c695c24c002224f54eaeb87d8bd17cea35ca3e2cf71567840	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0170	462	mikrotik.com	https://mikrotik.com/	top_1_1000	train	079b36a3e88bc097c4ef74adc939c38564ab3ac57f908ca83a12186eb4c42730	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0253	667	anydesk.com	https://anydesk.com/	top_1_1000	train	0828af6a941057085f22a31079582431e76662ea440765578a7566596e5bd121	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0429	1179	megafon.ru	https://megafon.ru/	rank_1001_100000	train	097d98b424ab086e4fa4df465d837b435e9a349dd23229a343fa9102d05b24a8	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0388	1095	riotgames.com	https://riotgames.com/	rank_1001_100000	train	0999f5db4598ab5e0ba103f2d36bc08ebee3b6fca6fdc05b52d37b755f613b2d	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0119	339	cdc.gov	https://cdc.gov/	top_1_1000	train	09a71969c815659b43799624a16910aa0a0034774640348e2b7101bfa3cd6a84	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0366	1037	amazon.com.mx	https://amazon.com.mx/	rank_1001_100000	train	0ae3314678faf32d6ad0baacfdcaba845488e45278d502cdaa970cec1805e487	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0431	1182	admin.ch	https://admin.ch/	rank_1001_100000	train	0af33ad0cd6277eb3bd27ba2e201f6d58195c9c7d59d694b56146925f49a15b4	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0467	100043	vmcpool.io	https://vmcpool.io/	rank_100001_1000000	train	0bae25492f692034fec637b91189223462a3858516b0edc4b3f507669fb4f246	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0153	424	brave.com	https://brave.com/	top_1_1000	train	0bf49c6bd64e11b1c513cf9a2084c2c96ce3ef9ef85425351a9818b6c11ed447	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0428	1178	hotpepper.jp	https://hotpepper.jp/	rank_1001_100000	train	0c615138550d337fe9b66c5e9ef564c20254e8ea89cb229de6abf2f015c56874	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0237	627	sharethrough.com	https://sharethrough.com/	top_1_1000	train	0cb52d72f5179c41cf05d4fdec954804c916fe3d082df13a8cb4aba95debf23c	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0307	806	disneyplus.com	https://disneyplus.com/	top_1_1000	train	0cbe0abf6cd6debccaa8f023c41c3a9fb4d6ae0f3d73a84ef85845d37de33372	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0438	1196	vnexpress.net	https://vnexpress.net/	rank_1001_100000	train	0d035e1471edc013582a100e135832340e962a8fe09f4059184379e353e48f23	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0246	648	redhat.com	https://redhat.com/	top_1_1000	train	0e11c27906bfe6ecc4bb29a31afffab2dcf80eab881937de5197e2f94b970710	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0101	300	weather.com	https://weather.com/	top_1_1000	train	0e65f863ed3a5f70b3ecf7c65cde7fab5c211a58cafcfa4693a49558468243e8	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0473	100050	projectzomboid.com	https://projectzomboid.com/	rank_100001_1000000	train	0f35c5298e4f808e96195daf32b71be45b12288830530e8820dab61e2f055a5a	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0335	885	worldbank.org	https://worldbank.org/	top_1_1000	train	108ac589d3de7d86fce27b2ac6283cb68f5cdde505fa24dbfaeefa432956f510	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0175	485	adriver.ru	https://adriver.ru/	top_1_1000	train	10e073ef09403c3d19433a0844c10a2c032f551825a5bc015cb01a743f65c0e9	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0146	400	dropcatch.com	https://dropcatch.com/	top_1_1000	train	113357c7e85a286741278fcd054fc3e0e7a45d277cbbb57b6949db6bd83beade	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0017	49	cloud.microsoft	https://cloud.microsoft/	top_1_1000	train	1223bbe2f7c0202483a939a672f153e062672b0fe3aef229364c4f29be2a9ee8	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0353	1009	flipkart.com	https://flipkart.com/	rank_1001_100000	train	123da430b5a5de13dd6a079342b239c9f111a3cde605f7fac2f6e28a01619433	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0341	898	readthedocs.io	https://readthedocs.io/	top_1_1000	train	13c114438112af3b44a5fae3e5621a8f35bc6da0b252480f638533197fb64234	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0179	491	eventbrite.com	https://eventbrite.com/	top_1_1000	train	14f48023464b4313bbffd92fbfcd359b8e384de6c8a2d62d40eec3440d3c18fe	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0310	810	rt.ru	https://rt.ru/	top_1_1000	train	1558387c75e3c5df0a3d7dcbb8c3386353b1071191c31b7ddc88c63dca50f484	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0044	124	f5.com	https://f5.com/	top_1_1000	train	15c346851bbf1c75559b330317d013c9792eecc9a0fd630c4c63c563262e40c6	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0218	594	playstation.com	https://playstation.com/	top_1_1000	train	16320237d8e2d6e439dcf843e53f4a4706cd95d62941829bba1f3c9849524036	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0222	603	imgsmail.ru	https://imgsmail.ru/	top_1_1000	train	165f71dff96d0679b01bf8d748e78c6ae6e224ceab8f4a221d4d9f44c0cafc58	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0256	671	primevideo.com	https://primevideo.com/	top_1_1000	train	1760067901228962c9440189c08de52039368416139d7f395e3aeacd94d9e7c9	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0041	121	afternic.com	https://afternic.com/	top_1_1000	train	18997f2696a3edb805ac04b1081d2e7f474c8446b9040313923ded68b8dd8426	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0080	254	booking.com	https://booking.com/	top_1_1000	train	19692a36540538f2fb8dccc2c561fe4e42519b1e4412db0537b03158378d4b6a	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0328	860	arcgis.com	https://arcgis.com/	top_1_1000	train	19b6ba3d33121b3e180a4fe597a5ef861cf9a276955a711fb50ff8866e8a5f88	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0073	233	ubuntu.com	https://ubuntu.com/	top_1_1000	train	19c66c684927246be76d212050170d66a00bb827b34f98d9e57b47faf3f233ab	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0036	111	outlook.com	https://outlook.com/	top_1_1000	train	1b48532e1f78532c1c3c9c35ea465c27ddab515b89b046eaff6425983c667f2b	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0051	163	paypal.com	https://paypal.com/	top_1_1000	train	1bcd576866111c99d640424f4eb1ccb3c5ae9631dd06a6eda960b8d7e302b7a9	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0305	802	prnewswire.com	https://prnewswire.com/	top_1_1000	train	1c1aee8296013d2f4e096cea42287db71ae3ed40736efd22a55e2fed4710ef81	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0464	100033	alditalk.de	https://alditalk.de/	rank_100001_1000000	train	1ca77e85e21955d66e8a7a74ae091731d6148de79f7c0e600fdd80d339b06933	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0273	720	alrosa.ru	https://alrosa.ru/	top_1_1000	train	1dd3a47f289360b0ce9ff8370523c94c638c820fbf2dc11ac27979ff3660598c	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0360	1022	zhihu.com	https://zhihu.com/	rank_1001_100000	train	1e160e189635466b97c0188c8cbfe24717308a7607d59643e95e2f6463c3d4fb	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0270	710	amazon.it	https://amazon.it/	top_1_1000	train	1eff011247cc4038146f5279da28ac6f6ac5385a50ffc8b8cf3d91f3d381285f	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0131	368	nvidia.com	https://nvidia.com/	top_1_1000	train	1f74a93d5af0e1b54e5f9991b0cb29939537e36af5d27a190e1190bf0b9e20b1	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0250	657	amazon.in	https://amazon.in/	top_1_1000	train	20e6e0b5babcab5060949e791ba854b01434c816998a14f554867b254eb0c5c1	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0434	1190	inven.co.kr	https://inven.co.kr/	rank_1001_100000	train	21333a6c8ec3de490e3fff7f107aaf468be33a7f963fcf95a029c6edcfbf8b5f	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0228	615	anthropic.com	https://anthropic.com/	top_1_1000	train	2192f8df16dd5516ee675c4ed35ef2cfd076d9d4c99477a24b47e6bcd5d23fa5	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0217	591	hotjar.com	https://hotjar.com/	top_1_1000	train	21f1941f50f38728fecf3528ada31fea27c2027d7d195b511f09428d858dd8ef	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0195	545	squarespace.com	https://squarespace.com/	top_1_1000	train	22275145e05a3d1267985e89cfe8075adc8b4d79b5c10c635a8384a4d215772e	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0289	759	box.com	https://box.com/	top_1_1000	train	2244fc0c9ac93cf0758fd287b2e6b6300a51dc48318f0b63fed9d3d2ed7b243b	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0271	711	wps.com	https://wps.com/	top_1_1000	train	22977eb9cdc8ca4cfea77ab351ce6d8d0f3ff4f28cc3ed179ec2ea249b78ab72	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0453	100004	mcdemon.ru	https://mcdemon.ru/	rank_100001_1000000	train	22ef2cb54579b8b691b242f3d067bca2bea5accd40a1d52a633b975d73824fac	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0417	1159	coursera.org	https://coursera.org/	rank_1001_100000	train	23765e3524401b7d34e61a27e59aae00334532cb766265f5bfd451bf99d33be1	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0479	100065	credify.tech	https://credify.tech/	rank_100001_1000000	train	23be3205b9be5c0ce0903a32ce70239d44e589baff79f43d1951d570f5774e9a	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0312	815	moloco.com	https://moloco.com/	top_1_1000	train	245847cfb0aaeaa110f03705916d31011c2c615d4579aedf69cc9bb5c883aaa8	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0484	100075	bad.org.uk	https://bad.org.uk/	rank_100001_1000000	train	24e6fe5aac2f785f28ef8e4bdf5091a9a30f98867d75d45ae27b4c99f02c142b	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0071	218	cpanel.net	https://cpanel.net/	top_1_1000	train	24eb39de3b633d46eaccf038e1888168fecec4ed1d9cadc66bdac27fd7db5c18	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0242	634	dyndns.org	https://dyndns.org/	top_1_1000	train	26e9840cd95a0cd162697528fce87b6904904ffa0e2297bf7ce221b2482d1f31	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0213	582	target.com	https://target.com/	top_1_1000	train	26eab47dc992d2fd9c7a6d583bfda2b8b2d339cced265f25b47d86893301d65f	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0016	48	skype.com	https://skype.com/	top_1_1000	train	271e548277898caa58b9ff0ef083d5cde389dafbd4864161e232d22ae3c15a23	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0456	100014	national-preservation.com	https://national-preservation.com/	rank_100001_1000000	train	2735a98e78734f10dcf7b2d5fc5e9fa83f8bd2ee97aa2a297a6f0b79cf41adf5	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0187	525	dynatrace.com	https://dynatrace.com/	top_1_1000	train	28ea63f2181c729188d369c8e8ce429efcb9d4f73f3263cb473199272f6668a5	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
