plan_id	seed	seed_assignment_id	split	intensity	pair_group_id	plan_path	plan_sha256	domain_ids	domain_split	browser_version	playwright_version	generator_git_head	final_pool_sha256
formal_t0_v3_seed004_medium	seed004	train004	train	medium	seed004_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed004_medium_workload_plan.json	c9c5394c97527a4ccb88e035dc8dee3f1a733dd7697e4f82f5133c277934315e	domain0328,domain0232,domain0086,domain0459	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed004_heavy	seed004	train004	train	heavy	seed004_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed004_heavy_workload_plan.json	938f1904daa13a173d5446ba6c7083b6db3021d114443a7a03eb36d3383ef38c	domain0315,domain0036,domain0372,domain0438,domain0061,domain0289	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed005_light	seed005	train005	train	light	seed005_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_light_workload_plan.json	a1617571d0fdac2b555ba476a0f5d9ed75551da07b432691d7ab84a8492bd716	domain0307,domain0344	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed005_medium	seed005	train005	train	medium	seed005_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_medium_workload_plan.json	790c9af7b0a897b71d6601a2067431f2f8f61fba539c19f230310374451dca1a	domain0412,domain0442,domain0300,domain0010	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed005_heavy	seed005	train005	train	heavy	seed005_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed005_heavy_workload_plan.json	6bb9bc4306bc409a91ace55f53d772efdf8f56b5cf40ab67a94443f20c68d3e5	domain0213,domain0412,domain0174,domain0362,domain0152,domain0353	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed006_light	seed006	train006	train	light	seed006_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_light_workload_plan.json	b5dc15c81320ea76e625354ad644ffc784411aa58714d06b846f1441b89e0f01	domain0311,domain0431	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed006_medium	seed006	train006	train	medium	seed006_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_medium_workload_plan.json	4345fc90a9772c9e6052eb6689ebe595f9ecc935738f119606fdf3dfbaa84773	domain0218,domain0478,domain0315,domain0003	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed006_heavy	seed006	train006	train	heavy	seed006_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed006_heavy_workload_plan.json	1cbbd9c18b04202450aee12e48f50e3fef00bfad404dbd1de3db13aa7d11a6bc	domain0102,domain0130,domain0242,domain0012,domain0152,domain0382	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed007_light	seed007	train007	train	light	seed007_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_light_workload_plan.json	073aa7426669db6936835d0b35cae30afef063b7a6810bc3e0fd2ab23bff08e4	domain0171,domain0464	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed007_medium	seed007	train007	train	medium	seed007_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_medium_workload_plan.json	7565baa71aafd3f14cc246468f72e46ac43bea14491057051dbd8029a8679c30	domain0029,domain0117,domain0012,domain0423	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed007_heavy	seed007	train007	train	heavy	seed007_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed007_heavy_workload_plan.json	ab9252fa23d3314e8eb8dd22a1a692947f4be746b5936057bfd66db722dd438c	domain0473,domain0462,domain0141,domain0073,domain0371,domain0358	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed008_light	seed008	train008	train	light	seed008_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed008_light_workload_plan.json	44885336657f092f03af06e7cbf53e52ee0400e720e7d9943195a3cf9bfa037e	domain0335,domain0165	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed008_medium	seed008	train008	train	medium	seed008_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed008_medium_workload_plan.json	7528a9bec6bcadb5d6e62eb9119808e1cfea53b278ad1b5695e3a134e8586c67	domain0182,domain0162,domain0371,domain0247	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed008_heavy	seed008	train008	train	heavy	seed008_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed008_heavy_workload_plan.json	dbf385e5274aaa67bbfad49e88cc226944a5bef6a66f0956d3093bad10ff41a9	domain0454,domain0353,domain0366,domain0328,domain0222,domain0091	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed009_light	seed009	train009	train	light	seed009_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed009_light_workload_plan.json	89be7776ea4f7d0c85200bb4457a22fa8e86858bc3f2c2fc54a59cb3da855dec	domain0442,domain0051	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed009_medium	seed009	train009	train	medium	seed009_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed009_medium_workload_plan.json	ca4e29a4b23cd354ab8783fb6cf47f331f3e67421601ea75eaf0a44499b6177c	domain0296,domain0322,domain0461,domain0348	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed009_heavy	seed009	train009	train	heavy	seed009_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed009_heavy_workload_plan.json	65d66e02bebcb305498477240df19003ec80ee3f7a15bf71d9307609d5911e7d	domain0374,domain0102,domain0084,domain0482,domain0005,domain0332	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed010_light	seed010	train010	train	light	seed010_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed010_light_workload_plan.json	eda50c451b8674e3abbac59bb8684062fc903d275c9e27452876677705c38625	domain0175,domain0410	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed010_medium	seed010	train010	train	medium	seed010_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed010_medium_workload_plan.json	e446600340662864f6fd0f6a7ddb5604075f2581afd1719921cd8caddb9d5b06	domain0082,domain0320,domain0177,domain0429	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed010_heavy	seed010	train010	train	heavy	seed010_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed010_heavy_workload_plan.json	dbb173d7ac4b18b734564471bc15707069109e4369538949bc2a362b2ea2e920	domain0143,domain0234,domain0496,domain0415,domain0419,domain0427	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed011_light	seed011	train011	train	light	seed011_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed011_light_workload_plan.json	c315055fd3bb5c11b7c13f147db438f2fefe452041c058673b09168dfeb08ac0	domain0043,domain0150	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed011_medium	seed011	train011	train	medium	seed011_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed011_medium_workload_plan.json	eb57d9114f9fd761e33361244371c8ba6293336925725fc2ecfef9cae0a710a7	domain0496,domain0242,domain0001,domain0387	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed011_heavy	seed011	train011	train	heavy	seed011_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed011_heavy_workload_plan.json	6bfb3f1d2134a0c931aaebf43e629bc5e7d8c888275b8332cfe4df0dbcb908b3	domain0018,domain0348,domain0303,domain0044,domain0448,domain0101	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed012_light	seed012	train012	train	light	seed012_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed012_light_workload_plan.json	fed98e4ea862fd84b0854934c71634746ef24405c3879cd8ceae533e25b6b059	domain0229,domain0380	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed012_medium	seed012	train012	train	medium	seed012_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed012_medium_workload_plan.json	924c6477663a3bcdfaaac4c373b8a7556b1cc8429a6b40964e643e086372511f	domain0031,domain0029,domain0353,domain0478	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed012_heavy	seed012	train012	train	heavy	seed012_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed012_heavy_workload_plan.json	b966e55ea9bb00cd5df3a88292c056cfa0ca759b41dc74ff89e1a1423e882f2a	domain0342,domain0286,domain0213,domain0370,domain0047,domain0285	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed013_light	seed013	train013	train	light	seed013_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed013_light_workload_plan.json	b8665cc51423c974ded0dc51e92f6e5b0ee8485f373ed620debae4336a49fb11	domain0012,domain0133	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed013_medium	seed013	train013	train	medium	seed013_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed013_medium_workload_plan.json	959c0e7aba440a783ea53483ccba2d525042e9c07c3039ff6b87b9d04e3190b0	domain0189,domain0337,domain0052,domain0019	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed013_heavy	seed013	train013	train	heavy	seed013_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed013_heavy_workload_plan.json	99c19c1c3e0163dc8f8f5e88909d6dfbcfbc96240bc1348eacc85bd0c7f37386	domain0291,domain0041,domain0031,domain0016,domain0210,domain0177	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed014_light	seed014	train014	train	light	seed014_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed014_light_workload_plan.json	bdc58102e14632a9922a816733b0d1136eefbbae16e1176c347544477c8d8c34	domain0054,domain0091	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed014_medium	seed014	train014	train	medium	seed014_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed014_medium_workload_plan.json	08b80d59d337bb9f33e2c6048ed8da8cfa649344c5e97b2a52018b9e0918c2f4	domain0192,domain0038,domain0186,domain0288	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed014_heavy	seed014	train014	train	heavy	seed014_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed014_heavy_workload_plan.json	74d8006392be95df3c0417705bda25bafdacb8a2473c6fb948fb74fd20b6a2a4	domain0091,domain0189,domain0478,domain0344,domain0234,domain0480	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed015_light	seed015	train015	train	light	seed015_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed015_light_workload_plan.json	0d98b5e2d3dde252cfc6e584db8add82038d92921139df0ebc3c8bdef82aa1b5	domain0273,domain0195	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed015_medium	seed015	train015	train	medium	seed015_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed015_medium_workload_plan.json	e033677b3904e69f8de817a2e0da87964c614c2fed416a3ca5399fe2e3e3b568	domain0215,domain0163,domain0293,domain0223	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed015_heavy	seed015	train015	train	heavy	seed015_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed015_heavy_workload_plan.json	faeca8afd77419bfc572fb03323fda51b35ce7c3c9b533ab86064001cef54f4d	domain0080,domain0031,domain0169,domain0113,domain0286,domain0217	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed016_light	seed016	train016	train	light	seed016_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed016_light_workload_plan.json	6fd0c450c479ee96cdf200963741322e0982c9e57bc603dcbc4ea26651733971	domain0461,domain0450	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed016_medium	seed016	train016	train	medium	seed016_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed016_medium_workload_plan.json	0830e0a203a56ba616857c75188d229465ea9454e8c87b770e0c99e896939328	domain0450,domain0478,domain0254,domain0493	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed016_heavy	seed016	train016	train	heavy	seed016_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed016_heavy_workload_plan.json	6df4294d4eedee9391d00f0a420cb5e30db6b475aa186ed33de0d7e41a8564b4	domain0327,domain0124,domain0186,domain0044,domain0300,domain0021	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed017_light	seed017	train017	train	light	seed017_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed017_light_workload_plan.json	82421d19c200b6e3d9a39b4572820028871a8ce325626f37cc49ffd3b1550e9d	domain0171,domain0288	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed017_medium	seed017	train017	train	medium	seed017_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed017_medium_workload_plan.json	6e1aa3973a8af7b1da3df6af0c8f4852273026f05bd5f1dd642695f817c967fd	domain0288,domain0267,domain0027,domain0029	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed017_heavy	seed017	train017	train	heavy	seed017_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed017_heavy_workload_plan.json	a27634d86c6ca0b803d7b49c7b4a4c064031c1a8e1745dac51e9385af93bec78	domain0271,domain0085,domain0231,domain0050,domain0291,domain0256	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed018_light	seed018	train018	train	light	seed018_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed018_light_workload_plan.json	2a1cea88d24857675844f799a81f8a92fd6c0d2997e940b43440cea4e56d56e9	domain0339,domain0307	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed018_medium	seed018	train018	train	medium	seed018_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed018_medium_workload_plan.json	7e7ad0a4ab5b2d250ae3142fd25946faf94ed3c3079d6ea3b7fa899b708170e7	domain0242,domain0180,domain0289,domain0263	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed018_heavy	seed018	train018	train	heavy	seed018_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed018_heavy_workload_plan.json	79cd2ce317823b173493c83150934ab1ff98d983dd740da0c4d2966051c58721	domain0110,domain0242,domain0454,domain0066,domain0228,domain0318	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed019_light	seed019	train019	train	light	seed019_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed019_light_workload_plan.json	51b5a9a5805fd22b0660c942651d785905d11f1a41e51684e4c667f447f8eaac	domain0385,domain0117	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed019_medium	seed019	train019	train	medium	seed019_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed019_medium_workload_plan.json	0e5f66b588ec8b4da366ccb9f356be9afde814bcb0597d515e7727939448bfd9	domain0229,domain0177,domain0130,domain0084	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed019_heavy	seed019	train019	train	heavy	seed019_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed019_heavy_workload_plan.json	e95cbdf04161d8a3e88687406d4752ec4716615ee62a630efac218f2d5f27f1b	domain0210,domain0473,domain0412,domain0235,domain0186,domain0190	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed020_light	seed020	train020	train	light	seed020_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed020_light_workload_plan.json	55bc422909febb3547416b425135d55ba6edd9990ad5f9906b78cdc9f0cbe470	domain0282,domain0063	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed020_medium	seed020	train020	train	medium	seed020_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed020_medium_workload_plan.json	d216e23ae78ce2d7afeef5290694fe78ad768985b349a4fbda9b47b6db011a43	domain0296,domain0011,domain0126,domain0453	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
formal_t0_v3_seed020_heavy	seed020	train020	train	heavy	seed020_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r2/seed020_heavy_workload_plan.json	29f18f05c5bc868e3f3aaf1a09806fb17b2586f7a1f6c8e7df5bc940b78b3d7e	domain0382,domain0410,domain0105,domain0411,domain0231,domain0228	train	151.0.7922.34	1.62.0	a452020234e2ea2c2d0fde23fc3b9fd05ae41839	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
