plan_id	seed	seed_assignment_id	split	intensity	pair_group_id	plan_path	plan_sha256	domain_ids	domain_split	browser_version	playwright_version	generator_git_head	final_pool_sha256
formal_t0_v3_seed005_heavy	seed005	train005	train	heavy	seed005_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed005_heavy_workload_plan.json	f94872fa95306ce2876ace293b97484ff053f92ed73d483fb12a280a9820159e	domain0052,domain0275,domain0442,domain0029,domain0023,domain0366	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed006_light	seed006	train006	train	light	seed006_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_light_workload_plan.json	eb07b7686e88d6657ed80910ce24b80c98993253dca54e89e38c8a8b1a6304aa	domain0120,domain0076	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed006_medium	seed006	train006	train	medium	seed006_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_medium_workload_plan.json	a55acdc66c048c1449a8af2755a973b99caf98599eb0d13e0275df88d8c3f4db	domain0450,domain0170,domain0001,domain0119	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed006_heavy	seed006	train006	train	heavy	seed006_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed006_heavy_workload_plan.json	bfc767d43a3c0a5efef737d4e03f4ccfb85e2feb864dec20c6697796b0f4d6e6	domain0353,domain0021,domain0018,domain0437,domain0497,domain0346	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed007_light	seed007	train007	train	light	seed007_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_light_workload_plan.json	8c2728489e63af54f88c32d011cb6e5189cceef0af61687e94779b6ddabc5f38	domain0343,domain0313	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed007_medium	seed007	train007	train	medium	seed007_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_medium_workload_plan.json	be9aecebb474dc4b77977071125be49b75943699e58c2ec0d324b87447fee357	domain0448,domain0278,domain0500,domain0488	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed007_heavy	seed007	train007	train	heavy	seed007_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed007_heavy_workload_plan.json	adec76bd4bb88ca9e3468247a86244d53c091f478eaafe5557d90365e72bf8ad	domain0251,domain0381,domain0460,domain0076,domain0387,domain0252	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed008_light	seed008	train008	train	light	seed008_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed008_light_workload_plan.json	22618491df64581c799db1d395fe92f2a9d9fe8889257afa3cb8a7ef81e5440d	domain0370,domain0412	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed008_medium	seed008	train008	train	medium	seed008_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed008_medium_workload_plan.json	4e854346d91d58aaf444d618383a7a7f8c46975be387101fc74948ed653fdfb9	domain0005,domain0215,domain0387,domain0320	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed008_heavy	seed008	train008	train	heavy	seed008_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed008_heavy_workload_plan.json	20b86ef56f23772d767643b7ff27d9f894943dd2b64f8aef5357dee5fba293d8	domain0254,domain0259,domain0186,domain0359,domain0408,domain0371	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed009_light	seed009	train009	train	light	seed009_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed009_light_workload_plan.json	625d79907118fd7ee9110ff3bcadf703b7d9e7b03ef9aa7819304d5e57fd65ed	domain0268,domain0119	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed009_medium	seed009	train009	train	medium	seed009_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed009_medium_workload_plan.json	0a1699542fd36d90a8541cf62861a0000ace3cff325dd3a93a3986230ea49b53	domain0298,domain0339,domain0259,domain0063	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed009_heavy	seed009	train009	train	heavy	seed009_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed009_heavy_workload_plan.json	a522df0bb5a475c609e017160ad52f8c95d53b04480ec01847463882fc16eae5	domain0428,domain0339,domain0431,domain0364,domain0087,domain0437	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed010_light	seed010	train010	train	light	seed010_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed010_light_workload_plan.json	3307ef20faefc0933545d4e080782c01b5f31562619cc39e4c74ca72e06862e4	domain0159,domain0101	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed010_medium	seed010	train010	train	medium	seed010_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed010_medium_workload_plan.json	24e520c216fb735af9642ec307c31315a521aa814097821723146da1f29e91b1	domain0213,domain0185,domain0305,domain0250	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed010_heavy	seed010	train010	train	heavy	seed010_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed010_heavy_workload_plan.json	b7f7ff78654b72c9eafc56ecc9f9cf1b908fc21f864ce30639fde7a34fce177f	domain0218,domain0431,domain0423,domain0016,domain0051,domain0483	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed011_light	seed011	train011	train	light	seed011_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed011_light_workload_plan.json	0cab4a323f7539f7da06781083c8a7353b07e7bb2595c4c36545de6d77cf8a22	domain0326,domain0104	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed011_medium	seed011	train011	train	medium	seed011_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed011_medium_workload_plan.json	2104e979fe1a3bbb18c87f1b7ce40f36f6d796657d9240d2eb3578478ddab5dc	domain0083,domain0003,domain0277,domain0262	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed011_heavy	seed011	train011	train	heavy	seed011_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed011_heavy_workload_plan.json	5c5fc31fc72c583db2c83824aa7a7712aa6fc5a614a4a045fb29bc2bcbfe88e5	domain0493,domain0210,domain0076,domain0483,domain0229,domain0124	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed012_light	seed012	train012	train	light	seed012_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed012_light_workload_plan.json	27b4b3cfb0915c4087c128673f04d7a55c1155397e4c4c0ba089380382cb221b	domain0220,domain0036	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed012_medium	seed012	train012	train	medium	seed012_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed012_medium_workload_plan.json	c64b8f3b1c6274574c38f9ba5a2a55af856c12c8457b26bd406475c39bf91237	domain0126,domain0073,domain0022,domain0195	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed012_heavy	seed012	train012	train	heavy	seed012_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed012_heavy_workload_plan.json	e51d7993e2f026d4108333d781fd1feb9d21c1f806f0977ecf9755844ebf74af	domain0343,domain0232,domain0373,domain0225,domain0077,domain0280	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed013_light	seed013	train013	train	light	seed013_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed013_light_workload_plan.json	c711f8a619f5bbc244bf0f11d4a98efba5e571caec125f4116f773886bb1e650	domain0322,domain0440	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed013_medium	seed013	train013	train	medium	seed013_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed013_medium_workload_plan.json	834f436f48f29b1568c9d5770e71c64df5681cdb0c046efc65739fdcb7af5a84	domain0280,domain0130,domain0466,domain0371	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed013_heavy	seed013	train013	train	heavy	seed013_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed013_heavy_workload_plan.json	b2a169c320cd229311bf12e2a18a25b629ea4af884dc7272b5341f5343f1b881	domain0077,domain0143,domain0303,domain0374,domain0410,domain0102	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed014_light	seed014	train014	train	light	seed014_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed014_light_workload_plan.json	ddf29895e1020b1fbb62e1bfdd059244e66cc0103c194b507e8d1845ff08f5a0	domain0295,domain0050	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed014_medium	seed014	train014	train	medium	seed014_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed014_medium_workload_plan.json	8f3748c1436eae4f1d279419c529f27266784aeaa57df80a79c05684d41d8ba5	domain0313,domain0086,domain0247,domain0485	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed014_heavy	seed014	train014	train	heavy	seed014_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed014_heavy_workload_plan.json	7a8798506d739d5a0b4bdd221dc12f540b85c71c401309eb0bba9d5f99c8a3da	domain0202,domain0070,domain0189,domain0371,domain0354,domain0199	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed015_light	seed015	train015	train	light	seed015_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed015_light_workload_plan.json	f88fc16586026806d3acadb40b0b4663d2eee3787cff3939fdcaac2a1ab2e1d6	domain0217,domain0150	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed015_medium	seed015	train015	train	medium	seed015_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed015_medium_workload_plan.json	7c69a73438604b172602469d5017205e33d76aca711f33b8c5815bfc5e45763d	domain0120,domain0496,domain0483,domain0087	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed015_heavy	seed015	train015	train	heavy	seed015_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed015_heavy_workload_plan.json	90b99ba17a3a72173ed05ad8f30c4f177e07cb75b2f1f2336666dd22438f08e8	domain0174,domain0097,domain0159,domain0427,domain0153,domain0379	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed016_light	seed016	train016	train	light	seed016_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed016_light_workload_plan.json	30894c4887c4a2456304730aaff571b7e8cae4833ec64057394238a22e6e2f91	domain0087,domain0124	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed016_medium	seed016	train016	train	medium	seed016_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed016_medium_workload_plan.json	7f3492067a07d7efc2ca44fd5fec4a226f5bf74e543c9d485c47b2b987c01652	domain0373,domain0318,domain0346,domain0211	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed016_heavy	seed016	train016	train	heavy	seed016_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed016_heavy_workload_plan.json	01f81f0fd39a8124abe043498fd6823817e93f1e68d290469cb32517f7c77fe4	domain0024,domain0171,domain0449,domain0085,domain0012,domain0113	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed017_light	seed017	train017	train	light	seed017_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed017_light_workload_plan.json	9c0893f63a984818a884ae797fde24e14fd3108595ff1f9e8926d2c831e6204d	domain0363,domain0408	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed017_medium	seed017	train017	train	medium	seed017_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed017_medium_workload_plan.json	7047111851fcc4a2ba23058578d3992f5e5ae9ddf3532a3942d5d1fb5ca75195	domain0202,domain0010,domain0021,domain0217	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed017_heavy	seed017	train017	train	heavy	seed017_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed017_heavy_workload_plan.json	fa6f249a043744412b6c808803f8c7c22709a7aa357cba4f533096c0d11a9ab3	domain0003,domain0376,domain0461,domain0374,domain0213,domain0410	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed018_light	seed018	train018	train	light	seed018_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed018_light_workload_plan.json	f0294f3690d293e38c595e9d2a691f6f51756bf2d61d1f9863acecc5366a180e	domain0163,domain0038	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed018_medium	seed018	train018	train	medium	seed018_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed018_medium_workload_plan.json	8c1d35aed6259553a8475458577e43e24cc1e4db411651179e991575cec616c5	domain0113,domain0337,domain0005,domain0254	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed018_heavy	seed018	train018	train	heavy	seed018_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed018_heavy_workload_plan.json	fb7870611560690374e557272978bcd8f42ecb847d85a582ebec1275b8818202	domain0003,domain0320,domain0071,domain0347,domain0193,domain0016	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed019_light	seed019	train019	train	light	seed019_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed019_light_workload_plan.json	d78bb5d8ef91a1dc324102cd80635f77f73775bfee02258a0902cc19c98f8fe9	domain0016,domain0298	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed019_medium	seed019	train019	train	medium	seed019_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed019_medium_workload_plan.json	a8801daa109aa86531164a7fca6d4e5261445703215fce28a37b9ae56b8c5d6e	domain0186,domain0149,domain0104,domain0318	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed019_heavy	seed019	train019	train	heavy	seed019_heavy	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed019_heavy_workload_plan.json	b77267095d8acf9207041071b684b0e41f227307ae3c77b1fbe673a80c58f05a	domain0133,domain0245,domain0438,domain0097,domain0188,domain0210	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed020_light	seed020	train020	train	light	seed020_light	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed020_light_workload_plan.json	8aca96c53fd19c1029df76aa347b3ee4fa00064e0b568cc5f13664e83c9cfdf2	domain0011,domain0444	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
formal_t0_v3_seed020_medium	seed020	train020	train	medium	seed020_medium	/home/etip/datasets/plans/realistic_v1/t0_v3_r7/seed020_medium_workload_plan.json	784ed8ab1acf030f940aa00ee5fc3fedbeda955bb9e50b4cd5d4de9486e1b65d	domain0424,domain0044,domain0210,domain0442	train	151.0.7922.34	1.62.0	0bcf2d260b8fa538b1f1e9cf1ac91c4975c18adf	9139aaa16f04c837272fa966729118f76d4f3693f2a2a1b60c63dadc14d38756
